OG,Gene,Species
N2.HOG0000068,TRINITY_DN2956_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN25263_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN14464_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN7614_c9_g1,Sarsia
N2.HOG0000068,TRINITY_DN4925_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN27458_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN13042_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN40238_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN15367_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN39112_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN15202_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN27458_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN7753_c0_g4,Sarsia
N2.HOG0000000,TRINITY_DN21923_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN15367_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN97382_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN9667_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN2350_c3_g1,Sarsia
N2.HOG0000068,TRINITY_DN43133_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN21923_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN7753_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN18711_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN4925_c2_g2,Sarsia
N2.HOG0000000,TRINITY_DN56872_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN32927_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN19725_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN7753_c1_g2,Sarsia
N2.HOG0000000,TRINITY_DN9942_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN4925_c2_g1,Sarsia
N2.HOG0000000,TRINITY_DN9906_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN8251_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN13442_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN7730_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN12192_c1_g3,Sarsia
N2.HOG0000068,TRINITY_DN44041_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN25991_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN44041_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN59722_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN6268_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN21815_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN39260_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN5373_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN25991_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN31449_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN12626_c0_g4,Sarsia
N2.HOG0000000,TRINITY_DN18904_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN8405_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN44955_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN12626_c0_g5,Sarsia
N2.HOG0000000,TRINITY_DN59521_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN102682_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN19725_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN9942_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8581_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN8770_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8581_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN8581_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN12626_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN19068_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN23114_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN57831_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN22162_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN12192_c1_g2,Sarsia
N2.HOG0000000,TRINITY_DN1558_c7_g1,Sarsia
N2.HOG0000000,TRINITY_DN12192_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN1378_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN12626_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN13123_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN12626_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN19725_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN69318_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN23114_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN10456_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN6002_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN43685_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8226_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8761_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN37944_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN45420_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN18955_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN35262_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN5461_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN25213_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN1857_c1_g3,Sarsia
N2.HOG0000000,TRINITY_DN2226_c3_g1,Sarsia
N2.HOG0000000,TRINITY_DN9181_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN15186_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN5461_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN9181_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN22172_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN4228_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN25213_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN32792_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN35262_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN11884_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN19468_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8897_c1_g2,Sarsia
N2.HOG0000000,TRINITY_DN52316_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN2458_c2_g1,Sarsia
N2.HOG0000000,TRINITY_DN15371_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN24697_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN14808_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN7614_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN34878_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN24697_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN7614_c3_g1,Sarsia
N2.HOG0000000,TRINITY_DN19717_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN10084_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN13798_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN42829_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN32792_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN18493_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN9016_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN25213_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN61161_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN18178_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN13022_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN29295_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN25415_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN113069_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN37957_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN61161_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN32928_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN1262_c2_g1,Sarsia
N2.HOG0000000,TRINITY_DN8123_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN55319_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN4901_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN44973_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN44973_c2_g1,Sarsia
N2.HOG0000000,TRINITY_DN44973_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN16126_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN20351_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN16003_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN22070_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN113270_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN23294_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN24210_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN22279_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN13718_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN90483_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN4228_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN19629_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN27533_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN36343_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN15994_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11892_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN11186_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN64514_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8050_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN13798_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN11398_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN16921_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN2226_c1_g3,Sarsia
N2.HOG0000000,TRINITY_DN52316_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8665_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11186_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN12068_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN9641_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN42062_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN10754_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11186_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11892_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN7614_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN11892_c0_g4,Sarsia
N2.HOG0000000,TRINITY_DN8382_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN16516_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN50210_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN10853_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN41297_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN20604_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN20604_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN35262_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN4228_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN14336_c2_g1,Sarsia
N2.HOG0000000,TRINITY_DN16126_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN12720_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN67486_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN12720_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN12720_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN31690_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN118727_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN33615_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN27316_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8563_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN27316_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN30996_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN7134_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN30242_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN57978_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN32626_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN37294_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN49298_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN24690_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN7134_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN28296_c0_g5,Sarsia
N2.HOG0000000,TRINITY_DN24697_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN32232_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN32232_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN28172_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN16472_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN32348_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN23079_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN18792_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN31690_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN16973_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN28172_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN29009_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11112_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN8566_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN58327_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN16472_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN26973_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN2350_c7_g1,Sarsia
N2.HOG0000000,TRINITY_DN16973_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN41664_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN18289_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN1558_c6_g1,Sarsia
N2.HOG0000000,TRINITY_DN9202_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN6032_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN31195_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN31195_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11556_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN9906_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN25989_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN106594_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN27312_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN44182_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN2350_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN36580_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN5932_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN44964_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN5932_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN17421_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN17421_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN26911_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN27340_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN19012_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN27157_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN25092_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN29181_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8123_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN28258_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN20584_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN39070_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN40302_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN40735_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN23526_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8941_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN56188_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN25989_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN13514_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN17320_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8941_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN29949_c1_g2,Sarsia
N2.HOG0000000,TRINITY_DN86890_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN107920_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN23294_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN39043_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN107844_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN30636_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN40238_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN40238_c1_g2,Sarsia
N2.HOG0000000,TRINITY_DN40238_c1_g3,Sarsia
N2.HOG0000000,TRINITY_DN8566_c2_g3,Sarsia
N2.HOG0000000,TRINITY_DN25989_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN8566_c2_g1,Sarsia
N2.HOG0000000,TRINITY_DN24373_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN31719_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN79904_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN22794_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN56188_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN17879_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN47768_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN54689_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN9884_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN22021_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11892_c0_g5,Sarsia
N2.HOG0000002,comp75574_c0,Tripedalia
N2.HOG0000003,comp75916_c6,Tripedalia
N2.HOG0000007,comp77083_c0,Tripedalia
N2.HOG0000008,comp45337_c0,Tripedalia
N2.HOG0000009,comp76738_c0,Tripedalia
N2.HOG0000018,comp12264_c0,Tripedalia
N2.HOG0000022,comp29302_c0,Tripedalia
N2.HOG0000032,comp77695_c0,Tripedalia
N2.HOG0000035,comp43335_c0,Tripedalia
N2.HOG0000037,comp77482_c1,Tripedalia
N2.HOG0000038,comp12189_c0,Tripedalia
N2.HOG0000039,comp66945_c6,Tripedalia
N2.HOG0000041,comp77304_c1,Tripedalia
N2.HOG0000042,comp67075_c1,Tripedalia
N2.HOG0000045,comp76819_c0,Tripedalia
N2.HOG0000046,comp62260_c0,Tripedalia
N2.HOG0000047,comp76277_c0,Tripedalia
N2.HOG0000048,comp71177_c2,Tripedalia
N2.HOG0000049,comp34872_c0,Tripedalia
N2.HOG0000050,comp59543_c0,Tripedalia
N2.HOG0000053,comp77703_c0,Tripedalia
N2.HOG0000056,comp72067_c3,Tripedalia
N2.HOG0000057,comp75752_c2,Tripedalia
N2.HOG0000059,comp72308_c0,Tripedalia
N2.HOG0000065,comp74559_c2,Tripedalia
N2.HOG0000072,comp70914_c2,Tripedalia
N2.HOG0000073,comp56518_c0,Tripedalia
N2.HOG0000077,comp32405_c0,Tripedalia
N2.HOG0000086,comp74393_c0,Tripedalia
N2.HOG0000090,comp30010_c0,Tripedalia
N2.HOG0000091,comp77271_c2,Tripedalia
N2.HOG0000093,comp77022_c1,Tripedalia
N2.HOG0000104,comp62221_c0,Tripedalia
N2.HOG0000108,comp77193_c0,Tripedalia
N2.HOG0000109,comp76995_c0,Tripedalia
N2.HOG0000111,comp71287_c0,Tripedalia
N2.HOG0000115,comp40763_c0,Tripedalia
N2.HOG0000118,comp77360_c1,Tripedalia
N2.HOG0000119,comp69608_c0,Tripedalia
N2.HOG0000122,comp77074_c6,Tripedalia
N2.HOG0000128,comp77496_c0,Tripedalia
N2.HOG0000129,comp72177_c1,Tripedalia
N2.HOG0000138,comp72747_c1,Tripedalia
N2.HOG0000153,comp70902_c0,Tripedalia
N2.HOG0000154,comp77373_c0,Tripedalia
N2.HOG0000157,comp73026_c2,Tripedalia
N2.HOG0000158,comp70902_c1,Tripedalia
N2.HOG0000161,comp77407_c0,Tripedalia
N2.HOG0000162,comp51531_c1,Tripedalia
N2.HOG0000163,comp85184_c0,Tripedalia
N2.HOG0000164,comp75243_c1,Tripedalia
N2.HOG0000165,comp76027_c0,Tripedalia
N2.HOG0000166,comp37300_c1,Tripedalia
N2.HOG0000167,comp57696_c0,Tripedalia
N2.HOG0000168,comp71980_c0,Tripedalia
N2.HOG0000169,comp69424_c0,Tripedalia
N2.HOG0000170,comp75493_c0,Tripedalia
N2.HOG0000171,comp77552_c2,Tripedalia
N2.HOG0000172,comp69993_c0,Tripedalia
N2.HOG0000173,comp76396_c0,Tripedalia
N2.HOG0000174,comp75631_c0,Tripedalia
N2.HOG0000175,comp59624_c0,Tripedalia
N2.HOG0000177,comp76064_c0,Tripedalia
N2.HOG0000178,comp14126_c0,Tripedalia
N2.HOG0000201,comp77301_c1,Tripedalia
N2.HOG0000220,comp60736_c0,Tripedalia
N2.HOG0000224,comp54702_c1,Tripedalia
N2.HOG0000225,comp62363_c1,Tripedalia
N2.HOG0000226,comp16133_c0,Tripedalia
N2.HOG0000227,comp74136_c0,Tripedalia
N2.HOG0000228,comp16180_c0,Tripedalia
N2.HOG0000229,comp53646_c0,Tripedalia
N2.HOG0000231,comp74714_c0,Tripedalia
N2.HOG0000232,comp75369_c0,Tripedalia
N2.HOG0000233,comp73938_c0,Tripedalia
N2.HOG0000234,comp50379_c1,Tripedalia
N2.HOG0000235,comp67065_c0,Tripedalia
N2.HOG0000236,comp62558_c1,Tripedalia
N2.HOG0000237,comp27848_c1,Tripedalia
N2.HOG0000240,comp68763_c0,Tripedalia
N2.HOG0000241,comp46748_c0,Tripedalia
N2.HOG0000243,comp59745_c0,Tripedalia
N2.HOG0000244,comp76715_c5,Tripedalia
N2.HOG0000249,comp41314_c0,Tripedalia
N2.HOG0000258,comp75326_c3,Tripedalia
N2.HOG0000259,comp64888_c0,Tripedalia
N2.HOG0000260,comp73385_c0,Tripedalia
N2.HOG0000261,comp71600_c1,Tripedalia
N2.HOG0000262,comp62802_c0,Tripedalia
N2.HOG0000264,comp76812_c4,Tripedalia
N2.HOG0000267,comp70343_c1,Tripedalia
N2.HOG0000274,comp70156_c0,Tripedalia
N2.HOG0000275,comp66044_c0,Tripedalia
N2.HOG0000276,comp29352_c0,Tripedalia
N2.HOG0000279,comp65341_c0,Tripedalia
N2.HOG0000280,comp72007_c3,Tripedalia
N2.HOG0000281,comp72007_c2,Tripedalia
N2.HOG0000283,comp52447_c0,Tripedalia
N2.HOG0000284,comp15701_c0,Tripedalia
N2.HOG0000285,comp58130_c7,Tripedalia
N2.HOG0000286,comp76728_c0,Tripedalia
N2.HOG0000287,comp83282_c0,Tripedalia
N2.HOG0000288,comp76600_c0,Tripedalia
N2.HOG0000289,comp72007_c1,Tripedalia
N2.HOG0000290,comp52447_c1,Tripedalia
N2.HOG0000291,comp58130_c0,Tripedalia
N2.HOG0000292,comp72007_c0,Tripedalia
N2.HOG0000293,comp50799_c1,Tripedalia
N2.HOG0000296,comp72888_c0,Tripedalia
N2.HOG0000297,comp42794_c0,Tripedalia
N2.HOG0000298,comp63223_c0,Tripedalia
N2.HOG0000299,comp68067_c0,Tripedalia
N2.HOG0000302,comp48277_c0,Tripedalia
N2.HOG0000303,comp28733_c0,Tripedalia
N2.HOG0000304,comp54494_c0,Tripedalia
N2.HOG0000305,comp35449_c0,Tripedalia
N2.HOG0000310,comp73917_c0,Tripedalia
N2.HOG0000314,comp76042_c1,Tripedalia
N2.HOG0000317,comp76915_c0,Tripedalia
N2.HOG0000324,comp33301_c0,Tripedalia
N2.HOG0000326,comp71572_c0,Tripedalia
N2.HOG0000327,comp59700_c0,Tripedalia
N2.HOG0000332,comp76154_c1,Tripedalia
N2.HOG0000333,comp77402_c0,Tripedalia
N2.HOG0000342,comp58179_c0,Tripedalia
N2.HOG0000343,comp66619_c2,Tripedalia
N2.HOG0000344,comp72547_c0,Tripedalia
N2.HOG0000346,comp73493_c0,Tripedalia
N2.HOG0000348,comp53895_c0,Tripedalia
N2.HOG0000350,comp77629_c0,Tripedalia
N2.HOG0000351,comp71735_c0,Tripedalia
N2.HOG0000352,comp38583_c0,Tripedalia
N2.HOG0000354,comp77616_c0,Tripedalia
N2.HOG0000356,comp25513_c1,Tripedalia
N2.HOG0000357,comp11482_c0,Tripedalia
N2.HOG0000359,comp48328_c0,Tripedalia
N2.HOG0000360,comp77494_c0,Tripedalia
N2.HOG0000365,comp75592_c3,Tripedalia
N2.HOG0000367,comp77255_c0,Tripedalia
N2.HOG0000383,comp77090_c2,Tripedalia
N2.HOG0000386,comp77663_c0,Tripedalia
N2.HOG0000387,comp73774_c1,Tripedalia
N2.HOG0000388,comp94730_c0,Tripedalia
N2.HOG0000389,comp66823_c0,Tripedalia
N2.HOG0000391,comp73277_c5,Tripedalia
N2.HOG0000392,comp76698_c5,Tripedalia
N2.HOG0000393,comp71168_c0,Tripedalia
N2.HOG0000394,comp68747_c1,Tripedalia
N2.HOG0000396,comp63780_c0,Tripedalia
N2.HOG0000397,comp6087_c0,Tripedalia
N2.HOG0000399,comp72415_c1,Tripedalia
N2.HOG0000400,comp71589_c1,Tripedalia
N2.HOG0000401,comp81542_c0,Tripedalia
N2.HOG0000402,comp73860_c0,Tripedalia
N2.HOG0000415,comp90166_c0,Tripedalia
N2.HOG0000417,comp68649_c0,Tripedalia
N2.HOG0000420,comp72852_c1,Tripedalia
N2.HOG0000421,comp77084_c1,Tripedalia
N2.HOG0000432,comp76248_c10,Tripedalia
N2.HOG0000433,comp71471_c0,Tripedalia
N2.HOG0000434,comp78362_c0,Tripedalia
N2.HOG0000435,comp18798_c0,Tripedalia
N2.HOG0000437,comp73991_c0,Tripedalia
N2.HOG0000439,comp48158_c1,Tripedalia
N2.HOG0000441,comp76766_c0,Tripedalia
N2.HOG0000452,comp78013_c0,Tripedalia
N2.HOG0000453,comp31577_c0,Tripedalia
N2.HOG0000454,comp66857_c4,Tripedalia
N2.HOG0000456,comp60839_c0,Tripedalia
N2.HOG0000467,comp64791_c0,Tripedalia
N2.HOG0000469,comp72052_c1,Tripedalia
N2.HOG0000471,comp70899_c0,Tripedalia
N2.HOG0000475,comp64135_c2,Tripedalia
N2.HOG0000476,comp73983_c3,Tripedalia
N2.HOG0000478,comp72977_c1,Tripedalia
N2.HOG0000479,comp67786_c0,Tripedalia
N2.HOG0000480,comp77006_c0,Tripedalia
N2.HOG0000481,comp74010_c3,Tripedalia
N2.HOG0000486,comp77262_c3,Tripedalia
N2.HOG0000488,comp77599_c0,Tripedalia
N2.HOG0000489,comp77355_c2,Tripedalia
N2.HOG0000490,comp76978_c1,Tripedalia
N2.HOG0000494,comp76842_c4,Tripedalia
N2.HOG0000495,comp66731_c1,Tripedalia
N2.HOG0000496,comp16493_c0,Tripedalia
N2.HOG0000498,comp77146_c0,Tripedalia
N2.HOG0000499,comp72845_c0,Tripedalia
N2.HOG0000500,comp77607_c0,Tripedalia
N2.HOG0000501,comp73798_c0,Tripedalia
N2.HOG0000510,comp75843_c0,Tripedalia
N2.HOG0000511,comp75843_c1,Tripedalia
N2.HOG0000512,comp77039_c1,Tripedalia
N2.HOG0000514,comp71842_c1,Tripedalia
