# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SRR8101518/Aligned.out.sam" "results/star/mapping/SRR8101523/Aligned.out.sam" "results/star/mapping/SRR8101526/Aligned.out.sam" "results/star/mapping/SRR8101525/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SRR8101518/Aligned.out.sam	results/star/mapping/SRR8101523/Aligned.out.sam	results/star/mapping/SRR8101526/Aligned.out.sam	results/star/mapping/SRR8101525/Aligned.out.sam
comp75853_c0	comp75853_c0_seq1	1	4755	-	4755	1731	374	1248	1364
comp75854_c0	comp75854_c0_seq1	1	667	-	667	6	5	5	5
comp75855_c2	comp75855_c2_seq2	1	2966	-	2966	689	272	328	278
comp75857_c0	comp75857_c0_seq1	1	2211	-	2211	2842	458	928	2054
comp75858_c5	comp75858_c5_seq9	1	2839	-	2839	224	231	167	131
comp75859_c0	comp75859_c0_seq4	1	2817	-	2817	170	187	193	172
comp75860_c0	comp75860_c0_seq2	1	5410	-	5410	1149	3039	1866	1384
comp75861_c0	comp75861_c0_seq13	1	2937	-	2937	873	172	597	487
comp75862_c1	comp75862_c1_seq1	1	2893	-	2893	116	94	138	144
comp75863_c0	comp75863_c0_seq2	1	510	-	510	6	7	5	3
comp75863_c1	comp75863_c1_seq2	1	942	-	942	14	14	19	15
comp75863_c2	comp75863_c2_seq2	1	730	-	730	8	7	9	15
comp75864_c2	comp75864_c2_seq4	1	3565	-	3565	1470	1107	2914	2398
comp75865_c2	comp75865_c2_seq1	1	2186	-	2186	100	85	83	101
comp75867_c2	comp75867_c2_seq1	1	3570	-	3570	138	2189	538	333
comp75868_c0	comp75868_c0_seq13	1	5570	-	5570	650	366	608	827
comp75870_c0	comp75870_c0_seq3	1	1724	-	1724	273	285	310	253
comp75871_c1	comp75871_c1_seq1	1	709	-	709	3	2	8	10
comp75872_c1	comp75872_c1_seq6	1	3530	-	3530	128	197	314	199
comp75873_c0	comp75873_c0_seq1	1	2246	-	2246	45	2902	99	13
comp75874_c0	comp75874_c0_seq2	1	2964	-	2964	841	1195	840	573
comp75875_c0	comp75875_c0_seq1	1	9603	-	9603	1888	2038	1672	1382
comp75876_c0	comp75876_c0_seq1	1	1164	-	1164	1871	944	1519	1951
comp75876_c1	comp75876_c1_seq1	1	4760	-	4760	7685	3782	6366	8501
comp75877_c2	comp75877_c2_seq2	1	4739	-	4739	476	888	326	323
comp75878_c0	comp75878_c0_seq1	1	3627	-	3627	3922	2463	5554	4718
comp75879_c0	comp75879_c0_seq2	1	3249	-	3249	5686	45	869	3616
comp75880_c0	comp75880_c0_seq1	1	4605	-	4605	1127	742	1059	1121
comp75882_c0	comp75882_c0_seq1	1	1117	-	1117	93	41	859	596
comp75882_c1	comp75882_c1_seq1	1	1585	-	1585	171	51	1296	1019
comp75882_c2	comp75882_c2_seq1	1	844	-	844	86	24	623	475
comp75882_c3	comp75882_c3_seq1	1	683	-	683	35	13	293	212
comp75883_c0	comp75883_c0_seq1	1	3106	-	3106	279	227	923	346
comp75884_c0	comp75884_c0_seq1	1	4747	-	4747	1117	955	945	894
comp75885_c1	comp75885_c1_seq1	1	4353	-	4353	394	1129	539	375
comp75886_c1	comp75886_c1_seq2	1	3072	-	3072	469	121	384	685
comp75887_c1	comp75887_c1_seq1	1	1796	-	1796	146	125	129	131
comp75888_c1	comp75888_c1_seq1	1	2682	-	2682	515	199	313	257
comp75889_c0	comp75889_c0_seq1	1	2412	-	2412	646	488	531	323
comp75890_c0	comp75890_c0_seq1	1	5421	-	5421	23931	7769	22178	38075
comp75891_c1	comp75891_c1_seq3	1	3760	-	3760	1293	481	671	598
comp75892_c1	comp75892_c1_seq4	1	2125	-	2125	308	325	233	251
comp75893_c2	comp75893_c2_seq3	1	5215	-	5215	1169	538	1152	1168
comp75894_c1	comp75894_c1_seq1	1	3957	-	3957	833	618	741	655
comp75895_c0	comp75895_c0_seq2	1	5719	-	5719	1793	107	1487	1245
comp75896_c0	comp75896_c0_seq1	1	2784	-	2784	516	426	646	802
comp75897_c0	comp75897_c0_seq1	1	4013	-	4013	298	370	302	362
comp75898_c0	comp75898_c0_seq4	1	954	-	954	100	85	96	100
comp75899_c0	comp75899_c0_seq2	1	5061	-	5061	537	576	548	655
comp75900_c2	comp75900_c2_seq1	1	336	-	336	20	23	12	25
comp75902_c0	comp75902_c0_seq2	1	3543	-	3543	383	529	429	276
comp75903_c0	comp75903_c0_seq2	1	4030	-	4030	141	160	799	465
comp75904_c0	comp75904_c0_seq2	1	4157	-	4157	403	280	321	399
comp75905_c0	comp75905_c0_seq1	1	1325	-	1325	462	548	507	917
comp75905_c1	comp75905_c1_seq18	1	6788	-	6788	1070	519	963	1546
comp75905_c2	comp75905_c2_seq1	1	985	-	985	45	60	64	97
comp75906_c2	comp75906_c2_seq1	1	3458	-	3458	1768	1743	2043	1536
comp75908_c0	comp75908_c0_seq1	1	2306	-	2306	318	539	459	399
comp75909_c2	comp75909_c2_seq8	1	3464	-	3464	751	437	538	621
comp75909_c3	comp75909_c3_seq3	1	701	-	701	14	15	15	13
comp75909_c5	comp75909_c5_seq3	1	4215	-	4215	582	614	797	969
comp75911_c1	comp75911_c1_seq1	1	2700	-	2700	121	36	40	65
comp75912_c1	comp75912_c1_seq2	1	1628	-	1628	166	165	237	262
comp75913_c6	comp75913_c6_seq1	1	831	-	831	22	4	34	75
comp75913_c12	comp75913_c12_seq20	1	4741	-	4741	2225	3119	1796	1973
comp75914_c0	comp75914_c0_seq2	1	2672	-	2672	893	642	890	1025
comp75915_c0	comp75915_c0_seq2	1	1319	-	1319	27	12	34	66
comp75915_c4	comp75915_c4_seq5	1	2924	-	2924	340	374	643	371
comp75916_c1	comp75916_c1_seq1	1	383	-	383	3	3	3	4
comp75916_c2	comp75916_c2_seq5	1	2297	-	2297	116	111	111	88
comp75916_c6	comp75916_c6_seq1	1	1842	-	1842	70	79	64	72
comp75918_c0	comp75918_c0_seq3	1	4873	-	4873	2307	3750	2555	3370
comp75919_c0	comp75919_c0_seq1	1	2401	-	2401	43	76	13	21
comp75919_c1	comp75919_c1_seq1	1	648	-	648	13	1	0	1
comp75919_c2	comp75919_c2_seq1	1	2213	-	2213	10	0	3	0
comp75920_c2	comp75920_c2_seq36	1	4153	-	4153	169	171	83	465
comp75921_c0	comp75921_c0_seq1	1	3342	-	3342	143	152	158	204
comp75922_c1	comp75922_c1_seq2	1	1897	-	1897	228	1150	483	162
comp75923_c0	comp75923_c0_seq1	1	2931	-	2931	402	961	461	223
comp75925_c0	comp75925_c0_seq1	1	2933	-	2933	46	25	53	47
comp75925_c1	comp75925_c1_seq10	1	2011	-	2011	28	15	46	54
comp75926_c0	comp75926_c0_seq12	1	1812	-	1812	152	66	86	126
comp75927_c0	comp75927_c0_seq3	1	6277	-	6277	254	42	1698	293
comp75927_c2	comp75927_c2_seq13	1	2434	-	2434	144	1	1542	202
comp75927_c3	comp75927_c3_seq2	1	7112	-	7112	407	162	606	312
comp75928_c2	comp75928_c2_seq19	1	8084	-	8084	1388	1840	1186	897
comp75929_c0	comp75929_c0_seq3	1	5561	-	5561	3852	1664	2814	4029
comp75930_c0	comp75930_c0_seq3	1	8084	-	8084	1603	2694	2779	1462
comp75931_c0	comp75931_c0_seq4	1	2643	-	2643	423	236	255	215
comp75933_c5	comp75933_c5_seq1	1	2004	-	2004	533	436	631	933
comp75934_c0	comp75934_c0_seq13	1	1583	-	1583	961	967	979	913
comp75934_c1	comp75934_c1_seq4	1	478	-	478	45	51	40	36
comp75934_c3	comp75934_c3_seq5	1	3146	-	3146	125	100	147	142
comp75936_c5	comp75936_c5_seq1	1	2155	-	2155	1108	857	1352	1277
comp75937_c1	comp75937_c1_seq1	1	2819	-	2819	720	590	460	443
comp75938_c0	comp75938_c0_seq1	1	2719	-	2719	297	199	349	400
comp75939_c0	comp75939_c0_seq1	1	4034	-	4034	147	49	820	138
comp75939_c1	comp75939_c1_seq1	1	3590	-	3590	113	61	700	141
comp75940_c1	comp75940_c1_seq3	1	6949	-	6949	2278	2414	1800	1465
comp75941_c0	comp75941_c0_seq1	1	720	-	720	20	57	51	54
comp75941_c1	comp75941_c1_seq1	1	304	-	304	5	15	14	6
comp75941_c2	comp75941_c2_seq1	1	1324	-	1324	46	149	169	146
comp75941_c3	comp75941_c3_seq1	1	2304	-	2304	72	240	253	194
comp75942_c0	comp75942_c0_seq1	1	3337	-	3337	170	1388	473	72
comp75943_c0	comp75943_c0_seq3	1	3793	-	3793	410	255	328	359
comp75946_c0	comp75946_c0_seq1	1	882	-	882	31	40	94	131
comp75946_c1	comp75946_c1_seq8	1	1061	-	1061	68	25	121	267
comp75947_c0	comp75947_c0_seq5	1	3505	-	3505	2166	550	1163	577
comp75948_c1	comp75948_c1_seq2	1	4229	-	4229	2794	2558	2560	2724
comp75949_c0	comp75949_c0_seq1	1	5347	-	5347	296	1	1486	73
comp75949_c1	comp75949_c1_seq1	1	479	-	479	6	1	34	0
comp75949_c2	comp75949_c2_seq1	1	854	-	854	7	0	46	1
comp75949_c3	comp75949_c3_seq1	1	762	-	762	23	0	59	2
comp75949_c4	comp75949_c4_seq2	1	4241	-	4241	190	5	721	30
comp75949_c5	comp75949_c5_seq1	1	445	-	445	12	0	33	0
comp75950_c1	comp75950_c1_seq1	1	735	-	735	28	35	57	35
comp75951_c0	comp75951_c0_seq2	1	4073	-	4073	43	2	329	207
comp75952_c1	comp75952_c1_seq2	1	3316	-	3316	695	649	770	530
comp75953_c0	comp75953_c0_seq1	1	986	-	986	72	50	49	39
comp75953_c1	comp75953_c1_seq1	1	2254	-	2254	124	134	3498	3527
comp75953_c2	comp75953_c2_seq1	1	1855	-	1855	41	22	23	33
comp75954_c2	comp75954_c2_seq1	1	5312	-	5312	1063	1053	1326	496
comp75955_c0	comp75955_c0_seq5	1	3272	-	3272	516	207	448	477
comp75956_c1	comp75956_c1_seq7	1	1536	-	1536	457	150	102	155
comp75957_c0	comp75957_c0_seq14	1	1867	-	1867	208	133	196	135
comp75957_c2	comp75957_c2_seq3	1	2544	-	2544	154	317	137	134
comp75957_c3	comp75957_c3_seq1	1	1426	-	1426	0	68	149	1
comp75957_c4	comp75957_c4_seq1	1	951	-	951	12	25	14	16
comp75959_c0	comp75959_c0_seq2	1	517	-	517	25	39	23	22
comp75960_c1	comp75960_c1_seq2	1	3424	-	3424	251	86	174	214
comp75961_c0	comp75961_c0_seq2	1	2714	-	2714	314	152	230	273
comp75962_c1	comp75962_c1_seq21	1	1625	-	1625	10	1	2	7
comp75962_c2	comp75962_c2_seq1	1	330	-	330	3	1	1	3
comp75963_c0	comp75963_c0_seq1	1	4523	-	4523	1021	1000	1057	1063
comp75964_c0	comp75964_c0_seq1	1	6591	-	6591	1842	3017	2812	2519
comp75966_c4	comp75966_c4_seq2	1	676	-	676	9	6	5	6
comp75966_c5	comp75966_c5_seq3	1	3359	-	3359	669	580	1108	1301
comp75968_c1	comp75968_c1_seq1	1	3250	-	3250	58	70	706	259
comp75968_c3	comp75968_c3_seq3	1	2066	-	2066	140	85	177	181
comp75969_c0	comp75969_c0_seq1	1	5337	-	5337	3461	287	1954	10225
comp75970_c0	comp75970_c0_seq1	1	3804	-	3804	3	19	470	465
comp75971_c0	comp75971_c0_seq2	1	4534	-	4534	6367	4852	7451	7490
comp75972_c0	comp75972_c0_seq1	1	7200	-	7200	1258	938	1106	1353
comp75973_c0	comp75973_c0_seq13	1	8186	-	8186	102	44	53	94
comp75974_c0	comp75974_c0_seq3	1	1944	-	1944	105	75	66	38
comp75974_c1	comp75974_c1_seq1	1	3903	-	3903	173	91	107	78
comp75975_c2	comp75975_c2_seq1	1	467	-	467	6	16	20	4
comp75975_c6	comp75975_c6_seq1	1	999	-	999	16	28	56	3
comp75975_c7	comp75975_c7_seq2	1	1847	-	1847	1147	4111	9104	1470
comp75975_c8	comp75975_c8_seq1	1	910	-	910	17	30	81	9
comp75976_c1	comp75976_c1_seq5	1	3407	-	3407	734	446	781	444
comp75977_c0	comp75977_c0_seq1	1	488	-	488	0	0	20	10
comp75978_c1	comp75978_c1_seq1	1	3414	-	3414	335	10	1824	488
comp75979_c2	comp75979_c2_seq2	1	1273	-	1273	98	105	70	54
comp75979_c6	comp75979_c6_seq25	1	2853	-	2853	967	807	863	776
comp75980_c2	comp75980_c2_seq2	1	3992	-	3992	2333	1501	3359	2496
comp75982_c0	comp75982_c0_seq12	1	6296	-	6296	1438	1733	1237	1147
comp75983_c0	comp75983_c0_seq1	1	1269	-	1269	25	12	14	6
comp75983_c1	comp75983_c1_seq1	1	727	-	727	8	1	1	3
comp75983_c2	comp75983_c2_seq1	1	6254	-	6254	1990	2127	1752	1769
comp75984_c0	comp75984_c0_seq1	1	3977	-	3977	1328	1140	1334	1508
comp75985_c0	comp75985_c0_seq1	1	2570	-	2570	736	802	651	893
comp75986_c0	comp75986_c0_seq2	1	3285	-	3285	316	886	838	334
comp75987_c0	comp75987_c0_seq3	1	1188	-	1188	0	0	1	1
comp75988_c1	comp75988_c1_seq9	1	2661	-	2661	6170	1848	10613	5771
comp75989_c0	comp75989_c0_seq3	1	6547	-	6547	1005	2554	832	367
comp75990_c1	comp75990_c1_seq3	1	5345	-	5345	757	879	948	2171
comp75991_c4	comp75991_c4_seq1	1	745	-	745	9	15	12	9
comp75991_c5	comp75991_c5_seq34	1	1895	-	1895	239	233	330	230
comp75992_c0	comp75992_c0_seq1	1	5189	-	5189	902	790	803	753
comp75994_c0	comp75994_c0_seq3	1	2474	-	2474	499	541	366	489
comp75994_c1	comp75994_c1_seq1	1	1031	-	1031	41	75	46	47
comp75994_c3	comp75994_c3_seq1	1	1083	-	1083	0	17	4	1
comp75995_c0	comp75995_c0_seq20	1	1872	-	1872	254	172	261	294
comp75996_c0	comp75996_c0_seq7	1	5131	-	5131	475	394	296	299
comp75997_c0	comp75997_c0_seq1	1	2805	-	2805	714	610	734	955
comp75998_c0	comp75998_c0_seq1	1	607	-	607	6	8	11	8
comp75999_c0	comp75999_c0_seq1	1	3865	-	3865	703	475	634	734
comp76000_c0	comp76000_c0_seq5	1	2967	-	2967	567	980	707	459
comp76001_c0	comp76001_c0_seq4	1	4241	-	4241	1475	1421	2029	2043
comp76002_c0	comp76002_c0_seq1	1	2534	-	2534	267	224	246	189
comp76003_c1	comp76003_c1_seq19	1	5069	-	5069	768	756	554	407
comp76004_c0	comp76004_c0_seq1	1	4958	-	4958	517	863	611	471
comp76006_c0	comp76006_c0_seq3	1	1547	-	1547	28	18	16	13
comp76006_c3	comp76006_c3_seq5	1	1053	-	1053	37	25	33	43
comp76007_c2	comp76007_c2_seq5	1	3232	-	3232	595	213	196	126
comp76008_c5	comp76008_c5_seq2	1	3697	-	3697	299	393	276	302
comp76009_c0	comp76009_c0_seq20	1	2889	-	2889	308	234	327	373
comp76010_c0	comp76010_c0_seq1	1	3110	-	3110	272	273	271	266
comp76011_c0	comp76011_c0_seq5	1	1965	-	1965	782	834	661	660
comp76012_c2	comp76012_c2_seq1	1	885	-	885	67	61	68	113
comp76012_c4	comp76012_c4_seq12	1	4591	-	4591	700	433	747	1169
comp76012_c5	comp76012_c5_seq1	1	1889	-	1889	383	202	354	816
comp76013_c0	comp76013_c0_seq1	1	2578	-	2578	385	385	269	188
comp76013_c1	comp76013_c1_seq2	1	798	-	798	65	74	36	37
comp76014_c0	comp76014_c0_seq1	1	2621	-	2621	235	362	354	328
comp76016_c1	comp76016_c1_seq2	1	3209	-	3209	576	758	542	708
comp76017_c0	comp76017_c0_seq2	1	2335	-	2335	83	75	471	3704
comp76020_c0	comp76020_c0_seq6	1	4262	-	4262	595	408	536	616
comp76021_c1	comp76021_c1_seq1	1	338	-	338	2	4	7	4
comp76021_c3	comp76021_c3_seq16	1	1427	-	1427	337	67	134	118
comp76023_c0	comp76023_c0_seq2	1	3533	-	3533	5	115	9	1125
comp76025_c2	comp76025_c2_seq1	1	2895	-	2895	442	183	1109	2063
comp76026_c2	comp76026_c2_seq1	1	992	-	992	59	84	60	67
comp76026_c3	comp76026_c3_seq9	1	1646	-	1646	199	273	183	256
comp76027_c0	comp76027_c0_seq1	1	1075	-	1075	36	28	33	34
comp76027_c1	comp76027_c1_seq1	1	671	-	671	5	1	7	9
comp76028_c0	comp76028_c0_seq1	1	2544	-	2544	312	131	382	427
comp76029_c0	comp76029_c0_seq3	1	5338	-	5338	328	327	521	482
comp76029_c1	comp76029_c1_seq1	1	497	-	497	8	3	9	3
comp76029_c6	comp76029_c6_seq1	1	542	-	542	15	5	17	14
comp76030_c1	comp76030_c1_seq3	1	3312	-	3312	212	248	220	100
comp76031_c1	comp76031_c1_seq2	1	2378	-	2378	238	217	227	268
comp76032_c0	comp76032_c0_seq1	1	3173	-	3173	498	673	555	655
comp76034_c0	comp76034_c0_seq1	1	3112	-	3112	358	2	2068	479
comp76035_c0	comp76035_c0_seq1	1	3044	-	3044	168	2	1293	384
comp76035_c1	comp76035_c1_seq1	1	1327	-	1327	94	1	673	206
comp76037_c0	comp76037_c0_seq4	1	1000	-	1000	14	11	22	5
comp76038_c1	comp76038_c1_seq1	1	954	-	954	24	24	19	23
comp76038_c2	comp76038_c2_seq1	1	2778	-	2778	412	389	340	376
comp76039_c1	comp76039_c1_seq4	1	317	-	317	33	6	33	38
comp76040_c0	comp76040_c0_seq2	1	1389	-	1389	23	8	14	16
comp76041_c0	comp76041_c0_seq1	1	5691	-	5691	1092	1783	697	453
comp76042_c1	comp76042_c1_seq1	1	393	-	393	14	12	8	14
comp76042_c2	comp76042_c2_seq1	1	390	-	390	2	35	24	7
comp76042_c4	comp76042_c4_seq1	1	1126	-	1126	20	16	31	33
comp76043_c0	comp76043_c0_seq1	1	1198	-	1198	15	30	17	56
comp76043_c2	comp76043_c2_seq1	1	1017	-	1017	9	17	13	24
comp76044_c0	comp76044_c0_seq1	1	1474	-	1474	294	176	302	370
comp76044_c2	comp76044_c2_seq1	1	1326	-	1326	317	175	314	435
comp76044_c3	comp76044_c3_seq2	1	394	-	394	7	8	8	16
comp76045_c0	comp76045_c0_seq1	1	3359	-	3359	714	1161	898	1197
comp76046_c0	comp76046_c0_seq4	1	3630	-	3630	12	116	9	16
comp76047_c0	comp76047_c0_seq2	1	6599	-	6599	5431	3184	5762	7627
comp76048_c0	comp76048_c0_seq1	1	3707	-	3707	548	1101	286	177
comp76049_c1	comp76049_c1_seq2	1	4152	-	4152	5	2	6	4
comp76050_c1	comp76050_c1_seq2	1	1455	-	1455	65	57	101	51
comp76052_c0	comp76052_c0_seq1	1	2499	-	2499	129	118	92	132
comp76052_c2	comp76052_c2_seq1	1	1426	-	1426	65	48	58	81
comp76052_c3	comp76052_c3_seq1	1	1131	-	1131	28	29	20	23
comp76053_c0	comp76053_c0_seq1	1	4411	-	4411	698	684	750	1026
comp76054_c1	comp76054_c1_seq3	1	13993	-	13993	1455	779	2041	3170
comp76055_c0	comp76055_c0_seq2	1	7873	-	7873	1414	1299	1991	2854
comp76056_c0	comp76056_c0_seq1	1	3513	-	3513	5	387	601	357
comp76057_c3	comp76057_c3_seq1	1	432	-	432	5	10	6	0
comp76057_c4	comp76057_c4_seq5	1	3192	-	3192	412	996	611	368
comp76058_c0	comp76058_c0_seq1	1	4766	-	4766	2433	2043	2082	2958
comp76059_c0	comp76059_c0_seq2	1	1437	-	1437	57	40	39	32
comp76060_c0	comp76060_c0_seq2	1	4596	-	4596	608	370	403	504
comp76061_c0	comp76061_c0_seq2	1	4344	-	4344	2093	1595	1865	1501
comp76062_c1	comp76062_c1_seq9	1	5903	-	5903	619	853	681	579
comp76062_c3	comp76062_c3_seq7	1	1754	-	1754	219	308	291	215
comp76063_c1	comp76063_c1_seq10	1	1528	-	1528	53	0	188	11
comp76063_c3	comp76063_c3_seq1	1	4057	-	4057	207	280	276	400
comp76064_c0	comp76064_c0_seq3	1	597	-	597	8	6	4	6
comp76064_c2	comp76064_c2_seq3	1	4884	-	4884	1601	1139	921	1048
comp76064_c3	comp76064_c3_seq1	1	942	-	942	37	31	32	29
comp76065_c0	comp76065_c0_seq7	1	1649	-	1649	18	2	10	53
comp76066_c0	comp76066_c0_seq1	1	5416	-	5416	1498	1473	1573	1826
comp76066_c1	comp76066_c1_seq1	1	2076	-	2076	117	90	88	68
comp76067_c0	comp76067_c0_seq1	1	6868	-	6868	2446	3069	2820	3061
comp76067_c1	comp76067_c1_seq1	1	1910	-	1910	160	268	198	170
comp76068_c1	comp76068_c1_seq2	1	1575	-	1575	24	18	37	22
comp76068_c2	comp76068_c2_seq1	1	972	-	972	11	14	23	9
comp76069_c0	comp76069_c0_seq2	1	720	-	720	25	21	20	19
comp76069_c2	comp76069_c2_seq4	1	4190	-	4190	832	574	625	542
comp76070_c0	comp76070_c0_seq2	1	872	-	872	15	6	17	12
comp76071_c0	comp76071_c0_seq7	1	2694	-	2694	658	723	727	682
comp76071_c1	comp76071_c1_seq6	1	2692	-	2692	484	151	179	144
comp76071_c2	comp76071_c2_seq1	1	1838	-	1838	68	99	164	226
comp76072_c0	comp76072_c0_seq1	1	5057	-	5057	455	230	519	746
comp76074_c0	comp76074_c0_seq1	1	2493	-	2493	45	37	29	37
comp76074_c1	comp76074_c1_seq1	1	693	-	693	7	13	17	25
comp76075_c3	comp76075_c3_seq2	1	2275	-	2275	234	224	178	185
comp76076_c0	comp76076_c0_seq1	1	3088	-	3088	6266	433	869	1545
comp76077_c5	comp76077_c5_seq2	1	3817	-	3817	779	796	644	549
comp76078_c2	comp76078_c2_seq22	1	6811	-	6811	631	548	644	773
comp76079_c4	comp76079_c4_seq4	1	2478	-	2478	153	708	491	112
comp76079_c5	comp76079_c5_seq1	1	355	-	355	11	15	13	6
comp76080_c0	comp76080_c0_seq5	1	5041	-	5041	634	686	1008	552
comp76081_c0	comp76081_c0_seq2	1	5506	-	5506	487	2524	120	161
comp76082_c0	comp76082_c0_seq1	1	2975	-	2975	720	385	357	256
comp76083_c0	comp76083_c0_seq1	1	676	-	676	12	2	18	36
comp76083_c1	comp76083_c1_seq1	1	498	-	498	8	6	5	8
comp76083_c3	comp76083_c3_seq2	1	367	-	367	5	0	5	19
comp76084_c0	comp76084_c0_seq1	1	2652	-	2652	1984	1387	1295	1498
comp76085_c1	comp76085_c1_seq4	1	4781	-	4781	1897	5094	705	477
comp76086_c0	comp76086_c0_seq1	1	316	-	316	0	0	1	0
comp76086_c1	comp76086_c1_seq9	1	3285	-	3285	1	86	512	499
comp76087_c0	comp76087_c0_seq3	1	2681	-	2681	766	348	375	646
comp76088_c0	comp76088_c0_seq1	1	2504	-	2504	55	38	73	69
comp76088_c1	comp76088_c1_seq1	1	750	-	750	33	72	31	15
comp76089_c0	comp76089_c0_seq1	1	4014	-	4014	765	219	145	807
comp76090_c0	comp76090_c0_seq1	1	1965	-	1965	221	225	187	180
comp76091_c3	comp76091_c3_seq8	1	5858	-	5858	1615	1547	1419	1610
comp76092_c1	comp76092_c1_seq1	1	2639	-	2639	310	672	715	730
comp76092_c2	comp76092_c2_seq3	1	1043	-	1043	69	118	188	218
comp76093_c0	comp76093_c0_seq1	1	2045	-	2045	26	742	38	96
comp76094_c1	comp76094_c1_seq5	1	4588	-	4588	1148	314	1689	828
comp76095_c0	comp76095_c0_seq1	1	570	-	570	16	19	22	23
comp76096_c0	comp76096_c0_seq11	1	6489	-	6489	532	460	506	497
comp76097_c0	comp76097_c0_seq1	1	6692	-	6692	3675	3054	2767	2034
comp76098_c0	comp76098_c0_seq1	1	2063	-	2063	324	417	334	288
comp76099_c0	comp76099_c0_seq1	1	436	-	436	1	1	9	6
comp76099_c1	comp76099_c1_seq8	1	9852	-	9852	1327	1296	2016	2722
comp76100_c0	comp76100_c0_seq1	1	2804	-	2804	225	292	218	159
comp76100_c1	comp76100_c1_seq2	1	1895	-	1895	214	208	234	251
comp76101_c1	comp76101_c1_seq2	1	2626	-	2626	1003	464	1124	502
comp76102_c0	comp76102_c0_seq1	1	5716	-	5716	684	473	908	1534
comp76104_c1	comp76104_c1_seq1	1	823	-	823	7	8	11	11
comp76104_c3	comp76104_c3_seq3	1	2104	-	2104	64	37	56	57
comp76105_c0	comp76105_c0_seq1	1	374	-	374	0	0	0	5
comp76105_c1	comp76105_c1_seq3	1	3284	-	3284	18	17	17	32
comp76106_c1	comp76106_c1_seq1	1	2949	-	2949	224	176	238	290
comp76107_c0	comp76107_c0_seq11	1	848	-	848	98	36	17	36
comp76108_c0	comp76108_c0_seq1	1	1359	-	1359	5	0	5	0
comp76109_c0	comp76109_c0_seq1	1	2459	-	2459	47	68	4	6
comp76110_c0	comp76110_c0_seq1	1	4860	-	4860	1274	1446	1150	1098
comp76111_c3	comp76111_c3_seq2	1	2993	-	2993	288	264	335	290
comp76112_c0	comp76112_c0_seq2	1	577	-	577	17	7	16	9
comp76112_c1	comp76112_c1_seq1	1	1614	-	1614	87	80	57	44
comp76113_c0	comp76113_c0_seq3	1	4169	-	4169	953	634	930	1139
comp76113_c1	comp76113_c1_seq3	1	3917	-	3917	1838	2363	2158	2548
comp76115_c1	comp76115_c1_seq1	1	983	-	983	169	86	103	107
comp76116_c0	comp76116_c0_seq10	1	6247	-	6247	1712	1477	1144	598
comp76117_c0	comp76117_c0_seq1	1	3398	-	3398	257	262	236	285
comp76118_c0	comp76118_c0_seq6	1	3500	-	3500	396	475	331	332
comp76119_c0	comp76119_c0_seq1	1	1165	-	1165	6	5	4	5
comp76119_c2	comp76119_c2_seq1	1	1409	-	1409	32	31	30	38
comp76119_c4	comp76119_c4_seq2	1	865	-	865	5	5	12	1
comp76120_c0	comp76120_c0_seq1	1	4683	-	4683	140	16	883	318
comp76121_c4	comp76121_c4_seq1	1	4370	-	4370	1855	1435	1517	1316
comp76122_c0	comp76122_c0_seq1	1	354	-	354	7	8	5	1
comp76122_c1	comp76122_c1_seq1	1	1144	-	1144	49	64	47	77
comp76123_c0	comp76123_c0_seq1	1	923	-	923	60	59	47	50
comp76123_c1	comp76123_c1_seq2	1	838	-	838	39	30	31	40
comp76124_c0	comp76124_c0_seq4	1	3057	-	3057	239	7	914	174
comp76125_c1	comp76125_c1_seq36	1	7223	-	7223	2865	1292	2184	2574
comp76126_c0	comp76126_c0_seq1	1	6145	-	6145	50	26	1377	168
comp76127_c1	comp76127_c1_seq4	1	1042	-	1042	20	27	25	32
comp76127_c3	comp76127_c3_seq2	1	522	-	522	9	6	2	11
comp76128_c0	comp76128_c0_seq2	1	2994	-	2994	1435	1153	1162	1325
comp76129_c0	comp76129_c0_seq3	1	7155	-	7155	167	2149	129	229
comp76129_c2	comp76129_c2_seq1	1	1151	-	1151	23	286	12	10
comp76130_c0	comp76130_c0_seq1	1	6365	-	6365	2101	1000	2117	2076
comp76131_c0	comp76131_c0_seq3	1	3994	-	3994	92	527	845	439
comp76132_c0	comp76132_c0_seq12	1	6158	-	6158	789	685	938	717
comp76133_c0	comp76133_c0_seq2	1	4170	-	4170	540	455	410	407
comp76134_c1	comp76134_c1_seq7	1	1143	-	1143	178	219	233	174
comp76135_c3	comp76135_c3_seq2	1	2295	-	2295	143	146	136	88
comp76136_c0	comp76136_c0_seq3	1	1881	-	1881	68	181	51	251
comp76136_c2	comp76136_c2_seq1	1	505	-	505	9	2	11	6
comp76137_c1	comp76137_c1_seq5	1	2483	-	2483	43	73	54	51
comp76138_c0	comp76138_c0_seq1	1	1650	-	1650	29	22	24	15
comp76139_c0	comp76139_c0_seq1	1	450	-	450	5	0	4	1
