# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/Trinity_20210112_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/Trinity_20210112_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SA01/Aligned.out.sam" "results/star/mapping/SA02/Aligned.out.sam" "results/star/mapping/SA03/Aligned.out.sam" "results/star/mapping/SA04/Aligned.out.sam" "results/star/mapping/SA05/Aligned.out.sam" "results/star/mapping/SA06/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SA01/Aligned.out.sam	results/star/mapping/SA02/Aligned.out.sam	results/star/mapping/SA03/Aligned.out.sam	results/star/mapping/SA04/Aligned.out.sam	results/star/mapping/SA05/Aligned.out.sam	results/star/mapping/SA06/Aligned.out.sam
TRINITY_DN60930_c0_g2	TRINITY_DN60930_c0_g2_i2	1	2709	-	2709	17	19	27	53	27	15
TRINITY_DN61073_c1_g1	TRINITY_DN61073_c1_g1_i1	1	547	-	547	5	2	3	0	0	3
TRINITY_DN61118_c0_g1	TRINITY_DN61118_c0_g1_i1	1	547	-	547	0	10	0	0	5	0
TRINITY_DN61031_c0_g1	TRINITY_DN61031_c0_g1_i1	1	354	-	354	16	12	12	10	12	33
TRINITY_DN61045_c0_g1	TRINITY_DN61045_c0_g1_i1	1	313	-	313	17	3	0	14	0	0
TRINITY_DN61109_c0_g1	TRINITY_DN61109_c0_g1_i1	1	1764	-	1764	9	10	5	20	1	18
TRINITY_DN61057_c0_g1	TRINITY_DN61057_c0_g1_i1	1	578	-	578	4	4	9	2	1	0
TRINITY_DN61104_c0_g1	TRINITY_DN61104_c0_g1_i2	1	483	-	483	5	1	6	1	2	5
TRINITY_DN61059_c0_g1	TRINITY_DN61059_c0_g1_i1	1	486	-	486	3	7	1	6	3	1
TRINITY_DN61048_c0_g1	TRINITY_DN61048_c0_g1_i3	1	338	-	338	33	50	62	27	36	37
TRINITY_DN61132_c0_g1	TRINITY_DN61132_c0_g1_i1	1	321	-	321	3	3	4	0	0	6
TRINITY_DN61161_c0_g1	TRINITY_DN61161_c0_g1_i2	1	529	-	529	8	3	5	5	5	4
TRINITY_DN61161_c1_g1	TRINITY_DN61161_c1_g1_i1	1	1264	-	1264	11	6	5	0	0	0
TRINITY_DN61190_c0_g1	TRINITY_DN61190_c0_g1_i1	1	948	-	948	5	9	2	3	5	4
TRINITY_DN61202_c0_g1	TRINITY_DN61202_c0_g1_i1	1	404	-	404	9	0	0	5	0	0
TRINITY_DN61182_c0_g1	TRINITY_DN61182_c0_g1_i1	1	411	-	411	5	8	3	2	2	2
TRINITY_DN61201_c0_g1	TRINITY_DN61201_c0_g1_i1	1	395	-	395	2	10	22	15	16	17
TRINITY_DN61152_c0_g1	TRINITY_DN61152_c0_g1_i1	1	4171	-	4171	1463	1212	1624	721	451	755
TRINITY_DN61152_c0_g2	TRINITY_DN61152_c0_g2_i5	1	4164	-	4164	2217	2378	3174	1969	1673	2056
TRINITY_DN61197_c0_g2	TRINITY_DN61197_c0_g2_i1	1	391	-	391	3	3	0	3	0	1
TRINITY_DN61199_c0_g1	TRINITY_DN61199_c0_g1_i1	1	691	-	691	3	11	4	23	18	7
TRINITY_DN61189_c0_g1	TRINITY_DN61189_c0_g1_i1	1	318	-	318	1	1	5	0	3	0
TRINITY_DN61205_c0_g1	TRINITY_DN61205_c0_g1_i1	1	333	-	333	1	3	0	0	2	1
TRINITY_DN61145_c0_g1	TRINITY_DN61145_c0_g1_i1	1	1128	-	1128	3	19	19	5	35	3
TRINITY_DN61200_c0_g1	TRINITY_DN61200_c0_g1_i1	1	359	-	359	1	1	9	1	0	0
TRINITY_DN61263_c0_g1	TRINITY_DN61263_c0_g1_i3	1	349	-	349	29	48	75	60	79	59
TRINITY_DN61265_c0_g1	TRINITY_DN61265_c0_g1_i1	1	819	-	819	2	0	3	24	5	0
TRINITY_DN61276_c1_g1	TRINITY_DN61276_c1_g1_i1	1	446	-	446	4	2	3	6	0	0
TRINITY_DN61312_c0_g1	TRINITY_DN61312_c0_g1_i1	1	1142	-	1142	2	1	4	10	13	12
TRINITY_DN61306_c0_g1	TRINITY_DN61306_c0_g1_i2	1	820	-	820	24	8	14	96	4	8
TRINITY_DN61253_c0_g1	TRINITY_DN61253_c0_g1_i1	1	353	-	353	0	2	0	0	3	0
TRINITY_DN61248_c0_g1	TRINITY_DN61248_c0_g1_i1	1	489	-	489	3	2	4	5	4	9
TRINITY_DN61324_c0_g1	TRINITY_DN61324_c0_g1_i1	1	557	-	557	1	0	0	0	3	1
TRINITY_DN61282_c0_g1	TRINITY_DN61282_c0_g1_i1	1	454	-	454	8	13	3	26	5	0
TRINITY_DN61313_c0_g2	TRINITY_DN61313_c0_g2_i5	1	527	-	527	14	9	29	10	21	37
TRINITY_DN61239_c0_g1	TRINITY_DN61239_c0_g1_i1	1	334	-	334	7	9	3	1	0	3
TRINITY_DN61239_c0_g2	TRINITY_DN61239_c0_g2_i1	1	420	-	420	9	3	15	9	9	25
TRINITY_DN61239_c0_g3	TRINITY_DN61239_c0_g3_i1	1	356	-	356	32	18	4	15	7	6
TRINITY_DN61279_c0_g1	TRINITY_DN61279_c0_g1_i1	1	307	-	307	2	0	3	1	0	0
TRINITY_DN61302_c0_g1	TRINITY_DN61302_c0_g1_i1	1	649	-	649	11	13	11	8	1	10
TRINITY_DN61302_c0_g2	TRINITY_DN61302_c0_g2_i1	1	719	-	719	3	1	10	0	0	1
TRINITY_DN61273_c0_g1	TRINITY_DN61273_c0_g1_i1	1	361	-	361	1	2	0	1	0	0
TRINITY_DN61232_c0_g1	TRINITY_DN61232_c0_g1_i1	1	365	-	365	35	35	48	44	59	37
TRINITY_DN61232_c1_g1	TRINITY_DN61232_c1_g1_i1	1	310	-	310	0	0	0	0	0	0
TRINITY_DN61250_c0_g1	TRINITY_DN61250_c0_g1_i4	1	761	-	761	399	411	663	435	470	622
TRINITY_DN61252_c0_g1	TRINITY_DN61252_c0_g1_i1	1	737	-	737	14	2	6	4	2	1
TRINITY_DN61286_c0_g1	TRINITY_DN61286_c0_g1_i1	1	906	-	906	66	41	24	221	61	23
TRINITY_DN61320_c0_g1	TRINITY_DN61320_c0_g1_i1	1	411	-	411	13	18	15	19	13	15
TRINITY_DN61346_c0_g1	TRINITY_DN61346_c0_g1_i1	1	1280	-	1280	14	18	14	19	4	9
TRINITY_DN61402_c0_g1	TRINITY_DN61402_c0_g1_i1	1	1320	-	1320	0	11	17	0	0	3
TRINITY_DN61338_c0_g1	TRINITY_DN61338_c0_g1_i1	1	434	-	434	1	0	10	3	3	0
TRINITY_DN61394_c0_g1	TRINITY_DN61394_c0_g1_i2	1	2631	-	2631	94	71	59	16	22	25
TRINITY_DN61415_c0_g1	TRINITY_DN61415_c0_g1_i1	1	1956	-	1956	32	20	28	22	30	147
TRINITY_DN61334_c0_g1	TRINITY_DN61334_c0_g1_i1	1	971	-	971	3	1	0	15	1	1
TRINITY_DN61336_c0_g1	TRINITY_DN61336_c0_g1_i2	1	1476	-	1476	0	4	423	4	1	203
TRINITY_DN61401_c0_g1	TRINITY_DN61401_c0_g1_i1	1	344	-	344	30	42	106	66	96	70
TRINITY_DN61373_c0_g1	TRINITY_DN61373_c0_g1_i2	1	629	-	629	2	2	4	0	0	2
TRINITY_DN61396_c0_g1	TRINITY_DN61396_c0_g1_i1	1	351	-	351	0	0	0	0	0	0
TRINITY_DN61329_c0_g2	TRINITY_DN61329_c0_g2_i4	1	2302	-	2302	118	286	394	17	91	199
TRINITY_DN61425_c0_g1	TRINITY_DN61425_c0_g1_i1	1	1137	-	1137	6	27	0	16	10	1
TRINITY_DN61389_c0_g1	TRINITY_DN61389_c0_g1_i1	1	421	-	421	2	4	4	2	2	3
TRINITY_DN61343_c0_g1	TRINITY_DN61343_c0_g1_i1	1	409	-	409	12	21	38	28	42	33
TRINITY_DN61360_c0_g1	TRINITY_DN61360_c0_g1_i3	1	360	-	360	289	17	3	167	4	4
TRINITY_DN61382_c0_g1	TRINITY_DN61382_c0_g1_i1	1	3964	-	3964	15	20	89	138	15	93
TRINITY_DN61359_c0_g1	TRINITY_DN61359_c0_g1_i1	1	516	-	516	62	73	124	549	1038	867
TRINITY_DN61375_c0_g1	TRINITY_DN61375_c0_g1_i1	1	530	-	530	49	31	84	0	2	7
TRINITY_DN61370_c0_g1	TRINITY_DN61370_c0_g1_i1	1	465	-	465	36	20	8	11	3	17
TRINITY_DN61381_c0_g1	TRINITY_DN61381_c0_g1_i1	1	1301	-	1301	1	13	3	0	0	0
TRINITY_DN61418_c0_g1	TRINITY_DN61418_c0_g1_i1	1	486	-	486	47	58	79	92	112	89
TRINITY_DN61408_c0_g1	TRINITY_DN61408_c0_g1_i1	1	375	-	375	0	2	0	0	1	0
TRINITY_DN61489_c0_g1	TRINITY_DN61489_c0_g1_i1	1	1740	-	1740	20	26	0	0	3	0
TRINITY_DN61451_c0_g1	TRINITY_DN61451_c0_g1_i1	1	754	-	754	0	0	9	0	0	0
TRINITY_DN61446_c0_g1	TRINITY_DN61446_c0_g1_i2	1	358	-	358	48	38	67	37	58	56
TRINITY_DN61464_c0_g2	TRINITY_DN61464_c0_g2_i1	1	392	-	392	1	0	1	0	0	0
TRINITY_DN61493_c0_g1	TRINITY_DN61493_c0_g1_i1	1	319	-	319	16047	655	1035	6643	820	547
TRINITY_DN61435_c0_g1	TRINITY_DN61435_c0_g1_i1	1	818	-	818	9	17	7	4	6	1
TRINITY_DN61502_c0_g1	TRINITY_DN61502_c0_g1_i1	1	321	-	321	1	0	0	0	0	0
TRINITY_DN61447_c0_g1	TRINITY_DN61447_c0_g1_i2	1	843	-	843	23	34	19	3	2	2
TRINITY_DN61482_c0_g1	TRINITY_DN61482_c0_g1_i1	1	434	-	434	21	29	36	24	33	28
TRINITY_DN61445_c0_g1	TRINITY_DN61445_c0_g1_i1	1	515	-	515	0	0	3	0	0	2
TRINITY_DN61445_c1_g1	TRINITY_DN61445_c1_g1_i1	1	333	-	333	3	0	1	2	0	0
TRINITY_DN61474_c0_g1	TRINITY_DN61474_c0_g1_i1	1	327	-	327	4	2	4	0	0	0
TRINITY_DN61471_c0_g1	TRINITY_DN61471_c0_g1_i1	1	331	-	331	3	4	4	0	0	0
TRINITY_DN61519_c0_g1	TRINITY_DN61519_c0_g1_i1	1	578	-	578	5	1	8	0	1	2
TRINITY_DN61462_c0_g1	TRINITY_DN61462_c0_g1_i1	1	2049	-	2049	4	1	67	15	4	15
TRINITY_DN61520_c0_g1	TRINITY_DN61520_c0_g1_i1	1	1702	-	1702	25	24	20	34	17	16
TRINITY_DN61443_c4_g1	TRINITY_DN61443_c4_g1_i1	1	383	-	383	1	2	0	0	0	0
TRINITY_DN61523_c0_g1	TRINITY_DN61523_c0_g1_i1	1	812	-	812	1	4	6	0	0	1
TRINITY_DN61494_c1_g1	TRINITY_DN61494_c1_g1_i1	1	362	-	362	199	172	213	667	1661	1449
TRINITY_DN61480_c0_g1	TRINITY_DN61480_c0_g1_i1	1	731	-	731	14	0	0	5	0	0
TRINITY_DN61466_c0_g1	TRINITY_DN61466_c0_g1_i1	1	761	-	761	7	12	7	3	1	2
TRINITY_DN61589_c0_g1	TRINITY_DN61589_c0_g1_i1	1	512	-	512	91	113	199	124	150	143
TRINITY_DN61537_c0_g1	TRINITY_DN61537_c0_g1_i1	1	391	-	391	3	1	5	0	3	0
TRINITY_DN61585_c0_g1	TRINITY_DN61585_c0_g1_i1	1	2056	-	2056	26	35	51	7	4	21
TRINITY_DN61585_c0_g2	TRINITY_DN61585_c0_g2_i1	1	909	-	909	14	10	20	4	2	16
TRINITY_DN61625_c0_g1	TRINITY_DN61625_c0_g1_i1	1	2371	-	2371	5	43	14	0	2	1
TRINITY_DN61579_c0_g1	TRINITY_DN61579_c0_g1_i1	1	361	-	361	1011	1496	1580	318	559	307
TRINITY_DN61570_c0_g1	TRINITY_DN61570_c0_g1_i1	1	326	-	326	19	12	17	5	6	3
TRINITY_DN61608_c0_g1	TRINITY_DN61608_c0_g1_i1	1	425	-	425	6	0	4	1	0	1
TRINITY_DN61588_c0_g1	TRINITY_DN61588_c0_g1_i1	1	928	-	928	0	1	4	5	0	0
TRINITY_DN61580_c0_g1	TRINITY_DN61580_c0_g1_i1	1	369	-	369	1	2	4	0	1	0
TRINITY_DN61593_c0_g1	TRINITY_DN61593_c0_g1_i1	1	1207	-	1207	0	0	92	0	0	40
TRINITY_DN61565_c0_g1	TRINITY_DN61565_c0_g1_i2	1	660	-	660	6	0	4	2	0	2
TRINITY_DN61534_c1_g1	TRINITY_DN61534_c1_g1_i2	1	325	-	325	3	7	4	13	11	8
TRINITY_DN61572_c0_g1	TRINITY_DN61572_c0_g1_i1	1	1126	-	1126	13	2	3	20	0	2
TRINITY_DN61555_c0_g1	TRINITY_DN61555_c0_g1_i1	1	416	-	416	57	56	66	58	44	33
TRINITY_DN61623_c0_g1	TRINITY_DN61623_c0_g1_i2	1	882	-	882	7	3	5	4	0	1
TRINITY_DN61616_c0_g1	TRINITY_DN61616_c0_g1_i1	1	708	-	708	0	25	1	0	7	0
TRINITY_DN61549_c0_g1	TRINITY_DN61549_c0_g1_i1	1	438	-	438	1	0	9	3	0	8
TRINITY_DN61561_c0_g1	TRINITY_DN61561_c0_g1_i1	1	2150	-	2150	143	178	99	114	216	61
TRINITY_DN61611_c0_g1	TRINITY_DN61611_c0_g1_i2	1	411	-	411	5	2	1	3	1	0
TRINITY_DN61649_c0_g1	TRINITY_DN61649_c0_g1_i1	1	334	-	334	1	0	0	2	1	4
TRINITY_DN61697_c0_g1	TRINITY_DN61697_c0_g1_i2	1	599	-	599	4	3	6	2	3	11
TRINITY_DN61702_c0_g1	TRINITY_DN61702_c0_g1_i1	1	378	-	378	1	2	1	1	0	1
TRINITY_DN61655_c0_g1	TRINITY_DN61655_c0_g1_i1	1	646	-	646	20	3	0	2	0	0
TRINITY_DN61638_c0_g1	TRINITY_DN61638_c0_g1_i1	1	1001	-	1001	2	2	147	0	3	114
TRINITY_DN61641_c0_g1	TRINITY_DN61641_c0_g1_i1	1	595	-	595	11	5	7	10	1	1
TRINITY_DN61680_c0_g2	TRINITY_DN61680_c0_g2_i1	1	517	-	517	2	2	2	3	0	2
TRINITY_DN61664_c0_g1	TRINITY_DN61664_c0_g1_i1	1	860	-	860	1	0	7	0	0	0
TRINITY_DN61724_c0_g1	TRINITY_DN61724_c0_g1_i1	1	555	-	555	10	3	6	17	1	0
TRINITY_DN61667_c0_g1	TRINITY_DN61667_c0_g1_i1	1	1201	-	1201	3	2	34	1	0	27
TRINITY_DN61660_c0_g1	TRINITY_DN61660_c0_g1_i1	1	350	-	350	1	0	1	1	0	3
TRINITY_DN61651_c0_g1	TRINITY_DN61651_c0_g1_i1	1	449	-	449	1	1	2	1	4	3
TRINITY_DN61647_c0_g1	TRINITY_DN61647_c0_g1_i2	1	1453	-	1453	11	27	38	26	95	33
TRINITY_DN61646_c0_g1	TRINITY_DN61646_c0_g1_i1	1	1154	-	1154	11	0	55	7	0	7
TRINITY_DN61665_c0_g1	TRINITY_DN61665_c0_g1_i1	1	529	-	529	0	2	2	0	1	0
TRINITY_DN61665_c0_g2	TRINITY_DN61665_c0_g2_i1	1	1424	-	1424	1	4	2	1	2	2
TRINITY_DN61666_c0_g1	TRINITY_DN61666_c0_g1_i1	1	357	-	357	0	0	0	0	0	0
TRINITY_DN61766_c0_g1	TRINITY_DN61766_c0_g1_i2	1	347	-	347	0	6	0	0	1	0
TRINITY_DN61742_c0_g1	TRINITY_DN61742_c0_g1_i1	1	386	-	386	11	9	13	22	4	9
TRINITY_DN61822_c0_g1	TRINITY_DN61822_c0_g1_i1	1	1224	-	1224	1	11	38	2	0	10
TRINITY_DN61741_c0_g1	TRINITY_DN61741_c0_g1_i1	1	432	-	432	0	0	0	0	0	0
TRINITY_DN61799_c0_g1	TRINITY_DN61799_c0_g1_i1	1	397	-	397	1	0	1	3	3	1
TRINITY_DN61799_c0_g2	TRINITY_DN61799_c0_g2_i1	1	699	-	699	2	2	0	26	9	2
TRINITY_DN61734_c0_g1	TRINITY_DN61734_c0_g1_i1	1	1513	-	1513	33	12	4	38	3	2
TRINITY_DN61781_c0_g1	TRINITY_DN61781_c0_g1_i1	1	890	-	890	1	2	41	0	0	25
TRINITY_DN61743_c0_g1	TRINITY_DN61743_c0_g1_i1	1	795	-	795	2	3	2	3	2	1
TRINITY_DN61807_c0_g1	TRINITY_DN61807_c0_g1_i1	1	1460	-	1460	1	16	1	0	4	0
TRINITY_DN61776_c0_g1	TRINITY_DN61776_c0_g1_i1	1	316	-	316	0	0	0	0	0	0
TRINITY_DN61784_c0_g1	TRINITY_DN61784_c0_g1_i1	1	393	-	393	17	41	79	60	74	76
TRINITY_DN61735_c0_g2	TRINITY_DN61735_c0_g2_i1	1	575	-	575	7	5	4	5	4	12
TRINITY_DN61787_c0_g1	TRINITY_DN61787_c0_g1_i2	1	598	-	598	20	5	10	17	1	7
TRINITY_DN61806_c0_g1	TRINITY_DN61806_c0_g1_i1	1	574	-	574	3	3	7	0	0	3
TRINITY_DN61875_c0_g1	TRINITY_DN61875_c0_g1_i2	1	1748	-	1748	61	2	44	131	2	38
TRINITY_DN61865_c0_g1	TRINITY_DN61865_c0_g1_i1	1	973	-	973	3	4	0	2	7	0
TRINITY_DN61870_c0_g1	TRINITY_DN61870_c0_g1_i1	1	1265	-	1265	1	3	17	7	0	13
TRINITY_DN61918_c0_g1	TRINITY_DN61918_c0_g1_i1	1	1477	-	1477	31	4	1	48	3	5
TRINITY_DN61846_c0_g1	TRINITY_DN61846_c0_g1_i1	1	599	-	599	0	0	4	0	0	0
TRINITY_DN61852_c0_g1	TRINITY_DN61852_c0_g1_i1	1	627	-	627	2	6	4	2	0	1
TRINITY_DN61924_c0_g1	TRINITY_DN61924_c0_g1_i1	1	327	-	327	1	4	1	0	0	0
TRINITY_DN61903_c0_g1	TRINITY_DN61903_c0_g1_i1	1	573	-	573	3	2	1	3	0	0
TRINITY_DN61834_c0_g1	TRINITY_DN61834_c0_g1_i1	1	2467	-	2467	69	8	3	185	25	6
TRINITY_DN61913_c0_g1	TRINITY_DN61913_c0_g1_i1	1	971	-	971	4	0	0	0	0	0
TRINITY_DN61894_c0_g1	TRINITY_DN61894_c0_g1_i1	1	639	-	639	2	6	7	0	6	1
TRINITY_DN61888_c1_g1	TRINITY_DN61888_c1_g1_i1	1	362	-	362	0	0	0	0	0	0
TRINITY_DN61884_c0_g2	TRINITY_DN61884_c0_g2_i2	1	1132	-	1132	152	188	169	177	144	213
TRINITY_DN61845_c0_g1	TRINITY_DN61845_c0_g1_i1	1	357	-	357	2	0	0	1	3	1
TRINITY_DN61977_c0_g1	TRINITY_DN61977_c0_g1_i1	1	375	-	375	0	0	0	1	0	0
TRINITY_DN61970_c1_g1	TRINITY_DN61970_c1_g1_i1	1	361	-	361	13	2	2	0	0	0
TRINITY_DN61960_c0_g1	TRINITY_DN61960_c0_g1_i1	1	361	-	361	0	5	0	0	0	0
TRINITY_DN61933_c0_g2	TRINITY_DN61933_c0_g2_i1	1	1860	-	1860	34	66	26	95	18	25
TRINITY_DN61986_c0_g1	TRINITY_DN61986_c0_g1_i1	1	708	-	708	0	8	1	0	12	3
TRINITY_DN61954_c0_g1	TRINITY_DN61954_c0_g1_i1	1	828	-	828	2	7	12	5	6	52
TRINITY_DN61940_c0_g1	TRINITY_DN61940_c0_g1_i2	1	775	-	775	4	4	8	9	1	1
TRINITY_DN61940_c0_g2	TRINITY_DN61940_c0_g2_i1	1	339	-	339	2	5	0	11	0	0
TRINITY_DN62006_c0_g1	TRINITY_DN62006_c0_g1_i2	1	915	-	915	11	6	0	0	0	0
TRINITY_DN62006_c1_g1	TRINITY_DN62006_c1_g1_i1	1	307	-	307	0	3	0	0	0	0
TRINITY_DN62006_c2_g1	TRINITY_DN62006_c2_g1_i1	1	776	-	776	0	11	5	0	0	1
TRINITY_DN62006_c3_g1	TRINITY_DN62006_c3_g1_i1	1	330	-	330	0	0	0	0	0	0
TRINITY_DN61978_c0_g1	TRINITY_DN61978_c0_g1_i1	1	513	-	513	11	3	6	3	2	1
TRINITY_DN62011_c0_g1	TRINITY_DN62011_c0_g1_i4	1	450	-	450	15	30	34	15	17	24
TRINITY_DN61965_c0_g1	TRINITY_DN61965_c0_g1_i1	1	307	-	307	0	0	1	0	0	0
TRINITY_DN61963_c0_g1	TRINITY_DN61963_c0_g1_i1	1	323	-	323	1	0	0	0	0	0
TRINITY_DN61984_c0_g1	TRINITY_DN61984_c0_g1_i1	1	499	-	499	3	0	0	5	19	0
TRINITY_DN61984_c0_g2	TRINITY_DN61984_c0_g2_i1	1	464	-	464	2	1	0	3	15	2
TRINITY_DN62012_c0_g1	TRINITY_DN62012_c0_g1_i1	1	441	-	441	0	8	4	0	3	0
TRINITY_DN62034_c0_g1	TRINITY_DN62034_c0_g1_i1	1	708	-	708	9	0	0	9	0	0
TRINITY_DN62053_c0_g1	TRINITY_DN62053_c0_g1_i1	1	452	-	452	1	1	3	3	1	0
TRINITY_DN62075_c1_g1	TRINITY_DN62075_c1_g1_i1	1	311	-	311	20833	31789	59366	36233	51554	51295
TRINITY_DN62062_c0_g1	TRINITY_DN62062_c0_g1_i1	1	953	-	953	7	25	145	4	17	121
TRINITY_DN62047_c0_g1	TRINITY_DN62047_c0_g1_i1	1	886	-	886	7	3	16	0	2	15
TRINITY_DN62098_c0_g1	TRINITY_DN62098_c0_g1_i1	1	638	-	638	3635	1239	2744	555	137	783
TRINITY_DN62032_c0_g1	TRINITY_DN62032_c0_g1_i1	1	355	-	355	0	0	4	11	0	8
TRINITY_DN62044_c0_g1	TRINITY_DN62044_c0_g1_i1	1	716	-	716	3	8	2	1	2	0
TRINITY_DN62089_c0_g1	TRINITY_DN62089_c0_g1_i2	1	658	-	658	70	68	125	92	85	104
TRINITY_DN62089_c1_g1	TRINITY_DN62089_c1_g1_i1	1	343	-	343	10	11	9	11	9	12
TRINITY_DN62115_c0_g1	TRINITY_DN62115_c0_g1_i1	1	474	-	474	5	4	5	1	0	1
TRINITY_DN62054_c0_g1	TRINITY_DN62054_c0_g1_i1	1	439	-	439	16	12	8	26	11	6
TRINITY_DN62175_c0_g1	TRINITY_DN62175_c0_g1_i1	1	1362	-	1362	0	1	69	2	0	101
TRINITY_DN62141_c0_g2	TRINITY_DN62141_c0_g2_i2	1	1986	-	1986	438	141	34	186	17	7
TRINITY_DN62140_c0_g1	TRINITY_DN62140_c0_g1_i1	1	1159	-	1159	105	3	9	44	1	2
TRINITY_DN62228_c0_g1	TRINITY_DN62228_c0_g1_i1	1	380	-	380	3	0	1	20	6	0
TRINITY_DN62198_c0_g1	TRINITY_DN62198_c0_g1_i1	1	1016	-	1016	0	10	1	7	15	13
TRINITY_DN62201_c0_g1	TRINITY_DN62201_c0_g1_i1	1	926	-	926	5	2	4	0	0	2
TRINITY_DN62154_c0_g1	TRINITY_DN62154_c0_g1_i1	1	581	-	581	3	5	7	3	0	0
TRINITY_DN62154_c0_g2	TRINITY_DN62154_c0_g2_i1	1	532	-	532	4	7	1	8	3	2
TRINITY_DN62195_c0_g1	TRINITY_DN62195_c0_g1_i1	1	1749	-	1749	4	24	13	8	5	16
TRINITY_DN62177_c0_g2	TRINITY_DN62177_c0_g2_i1	1	483	-	483	5	4	0	1	0	0
TRINITY_DN62221_c0_g1	TRINITY_DN62221_c0_g1_i1	1	851	-	851	1	0	0	2	0	0
TRINITY_DN62170_c0_g1	TRINITY_DN62170_c0_g1_i1	1	715	-	715	0	5	2	0	0	0
TRINITY_DN62139_c0_g1	TRINITY_DN62139_c0_g1_i1	1	889	-	889	3	4	11	2	1	2
TRINITY_DN62188_c0_g1	TRINITY_DN62188_c0_g1_i1	1	517	-	517	0	7	4	0	2	0
TRINITY_DN62252_c0_g1	TRINITY_DN62252_c0_g1_i1	1	375	-	375	0	1	0	3	0	0
TRINITY_DN62323_c0_g1	TRINITY_DN62323_c0_g1_i1	1	658	-	658	7	4	5	0	0	1
TRINITY_DN62233_c0_g1	TRINITY_DN62233_c0_g1_i2	1	338	-	338	2	0	3	10	0	0
TRINITY_DN62240_c0_g1	TRINITY_DN62240_c0_g1_i1	1	675	-	675	1	18	0	7	52	0
TRINITY_DN62303_c0_g1	TRINITY_DN62303_c0_g1_i2	1	1039	-	1039	3	16	1	8	49	1
TRINITY_DN62254_c0_g1	TRINITY_DN62254_c0_g1_i1	1	440	-	440	14	17	16	7	5	6
TRINITY_DN62288_c0_g1	TRINITY_DN62288_c0_g1_i1	1	355	-	355	3	3	3	1	7	7
TRINITY_DN62308_c0_g1	TRINITY_DN62308_c0_g1_i1	1	408	-	408	2	0	1	0	0	0
TRINITY_DN62308_c0_g2	TRINITY_DN62308_c0_g2_i1	1	1040	-	1040	3	2	9	5	2	0
TRINITY_DN62282_c0_g1	TRINITY_DN62282_c0_g1_i1	1	312	-	312	0	1	2	1	0	2
TRINITY_DN62255_c0_g1	TRINITY_DN62255_c0_g1_i1	1	727	-	727	0	5	0	3	30	0
TRINITY_DN62283_c0_g1	TRINITY_DN62283_c0_g1_i1	1	954	-	954	13	23	28	7	11	10
TRINITY_DN62388_c0_g1	TRINITY_DN62388_c0_g1_i1	1	620	-	620	8	1	3	5	7	2
TRINITY_DN62428_c0_g1	TRINITY_DN62428_c0_g1_i1	1	1070	-	1070	6	3	15	0	4	8
TRINITY_DN62368_c0_g1	TRINITY_DN62368_c0_g1_i3	1	518	-	518	29	32	54	9	18	30
TRINITY_DN62368_c1_g1	TRINITY_DN62368_c1_g1_i3	1	393	-	393	2	2	2	2	1	5
TRINITY_DN62382_c0_g1	TRINITY_DN62382_c0_g1_i2	1	322	-	322	0	2	0	0	0	0
TRINITY_DN62348_c0_g1	TRINITY_DN62348_c0_g1_i3	1	510	-	510	12522	16013	18278	11827	19233	15033
TRINITY_DN62359_c0_g1	TRINITY_DN62359_c0_g1_i2	1	2671	-	2671	31	49	58	35	20	39
TRINITY_DN62359_c0_g4	TRINITY_DN62359_c0_g4_i1	1	1144	-	1144	5	7	5	4	5	5
TRINITY_DN62421_c0_g1	TRINITY_DN62421_c0_g1_i2	1	2000	-	2000	9	17	0	8	21	0
TRINITY_DN62397_c0_g1	TRINITY_DN62397_c0_g1_i1	1	504	-	504	2	3	0	1	0	0
TRINITY_DN62408_c0_g2	TRINITY_DN62408_c0_g2_i1	1	815	-	815	3	4	16	4	4	16
TRINITY_DN62408_c0_g3	TRINITY_DN62408_c0_g3_i1	1	488	-	488	3	6	1	4	2	6
TRINITY_DN62463_c0_g1	TRINITY_DN62463_c0_g1_i1	1	636	-	636	0	0	1	0	0	0
TRINITY_DN62454_c0_g1	TRINITY_DN62454_c0_g1_i1	1	1343	-	1343	7	17	21	3	9	7
TRINITY_DN62490_c0_g1	TRINITY_DN62490_c0_g1_i1	1	483	-	483	0	0	14	0	0	10
TRINITY_DN62435_c0_g1	TRINITY_DN62435_c0_g1_i1	1	665	-	665	0	7	3	0	1	1
TRINITY_DN62457_c0_g2	TRINITY_DN62457_c0_g2_i1	1	1035	-	1035	0	12	2	0	0	2
TRINITY_DN62466_c0_g1	TRINITY_DN62466_c0_g1_i1	1	1160	-	1160	4	19	6	4	2	13
TRINITY_DN62470_c0_g1	TRINITY_DN62470_c0_g1_i2	1	834	-	834	2	0	8	6	2	12
TRINITY_DN62441_c0_g1	TRINITY_DN62441_c0_g1_i1	1	376	-	376	1	0	1	0	0	0
TRINITY_DN62441_c0_g2	TRINITY_DN62441_c0_g2_i1	1	436	-	436	2	2	0	0	0	0
