"","GO.ID","Term","Annotated","Significant","Expected","classic","KS"
"5412","GO:0033209","tumor necrosis factor-mediated signaling...",62,0,3.29,"1.00000","0.85684"
"5413","GO:0033211","adiponectin-activated signaling pathway",11,0,0.58,"1.00000","0.73923"
"5414","GO:0033227","dsRNA transport",25,0,1.33,"1.00000","0.20175"
"5415","GO:0033233","regulation of protein sumoylation",11,0,0.58,"1.00000","0.19500"
"5416","GO:0033262","regulation of nuclear cell cycle DNA rep...",15,0,0.8,"1.00000","0.00940"
"5417","GO:0033280","response to vitamin D",26,0,1.38,"1.00000","0.81257"
"5418","GO:0033301","cell cycle comprising mitosis without cy...",18,0,0.96,"1.00000","0.56130"
"5419","GO:0033314","mitotic DNA replication checkpoint signa...",23,0,1.22,"1.00000","0.41207"
"5420","GO:0033353","S-adenosylmethionine cycle",10,0,0.53,"1.00000","0.28243"
"5421","GO:0033363","secretory granule organization",39,0,2.07,"1.00000","0.09115"
"5422","GO:0033539","fatty acid beta-oxidation using acyl-CoA...",13,0,0.69,"1.00000","0.21417"
"5423","GO:0033572","transferrin transport",16,0,0.85,"1.00000","0.71920"
"5424","GO:0033598","mammary gland epithelial cell proliferat...",22,0,1.17,"1.00000","0.09623"
"5425","GO:0033599","regulation of mammary gland epithelial c...",17,0,0.9,"1.00000","0.36648"
"5426","GO:0033602","negative regulation of dopamine secretio...",10,0,0.53,"1.00000","0.88991"
"5427","GO:0033604","negative regulation of catecholamine sec...",13,0,0.69,"1.00000","0.31148"
"5428","GO:0033617","mitochondrial cytochrome c oxidase assem...",10,0,0.53,"1.00000","0.83341"
"5429","GO:0033689","negative regulation of osteoblast prolif...",16,0,0.85,"1.00000","0.62620"
"5430","GO:0033750","ribosome localization",24,0,1.27,"1.00000","1.00000"
"5431","GO:0033866","nucleoside bisphosphate biosynthetic pro...",35,0,1.86,"1.00000","1.00000"
"5432","GO:0033962","P-body assembly",20,0,1.06,"1.00000","0.40513"
"5433","GO:0034030","ribonucleoside bisphosphate biosynthetic...",35,0,1.86,"1.00000","0.47765"
"5434","GO:0034033","purine nucleoside bisphosphate biosynthe...",35,0,1.86,"1.00000","0.47765"
"5435","GO:0034058","endosomal vesicle fusion",17,0,0.9,"1.00000","0.54727"
"5436","GO:0034059","response to anoxia",18,0,0.96,"1.00000","0.00036"
"5437","GO:0034063","stress granule assembly",14,0,0.74,"1.00000","0.24303"
"5438","GO:0034067","protein localization to Golgi apparatus",22,0,1.17,"1.00000","0.38916"
"5439","GO:0034086","maintenance of sister chromatid cohesion",13,0,0.69,"1.00000","1.00000"
"5440","GO:0034088","maintenance of mitotic sister chromatid ...",13,0,0.69,"1.00000","0.82330"
"5441","GO:0034104","negative regulation of tissue remodeling",10,0,0.53,"1.00000","0.07324"
"5442","GO:0034105","positive regulation of tissue remodeling",19,0,1.01,"1.00000","0.26090"
"5443","GO:0034110","regulation of homotypic cell-cell adhesi...",14,0,0.74,"1.00000","1.00000"
"5444","GO:0034111","negative regulation of homotypic cell-ce...",10,0,0.53,"1.00000","0.79579"
"5445","GO:0034122","negative regulation of toll-like recepto...",19,0,1.01,"1.00000","0.76797"
"5446","GO:0034138","toll-like receptor 3 signaling pathway",17,0,0.9,"1.00000","0.48676"
"5447","GO:0034162","toll-like receptor 9 signaling pathway",42,0,2.23,"1.00000","0.13911"
"5448","GO:0034199","activation of protein kinase A activity",13,0,0.69,"1.00000","0.06567"
"5449","GO:0034204","lipid translocation",28,0,1.49,"1.00000","0.39220"
"5450","GO:0034244","negative regulation of transcription elo...",11,0,0.58,"1.00000","0.19708"
"5451","GO:0034260","negative regulation of GTPase activity",27,0,1.43,"1.00000","0.47073"
"5452","GO:0034340","response to type I interferon",22,0,1.17,"1.00000","0.97255"
"5453","GO:0034379","very-low-density lipoprotein particle as...",12,0,0.64,"1.00000","0.33428"
"5454","GO:0034383","low-density lipoprotein particle clearan...",30,0,1.59,"1.00000","0.26822"
"5455","GO:0034389","lipid droplet organization",18,0,0.96,"1.00000","0.72098"
"5456","GO:0034390","smooth muscle cell apoptotic process",13,0,0.69,"1.00000","1.00000"
"5457","GO:0034391","regulation of smooth muscle cell apoptot...",13,0,0.69,"1.00000","0.73684"
"5458","GO:0034397","telomere localization",12,0,0.64,"1.00000","0.67706"
"5459","GO:0034471","ncRNA 5'-end processing",12,0,0.64,"1.00000","0.60611"
"5460","GO:0034501","protein localization to kinetochore",23,0,1.22,"1.00000","0.67230"
"5461","GO:0034502","protein localization to chromosome",74,0,3.93,"1.00000","0.79379"
"5462","GO:0034508","centromere complex assembly",18,0,0.96,"1.00000","0.19655"
"5463","GO:0034587","piRNA processing",22,0,1.17,"1.00000","0.11288"
"5464","GO:0034616","response to laminar fluid shear stress",18,0,0.96,"1.00000","0.69233"
"5465","GO:0034661","ncRNA catabolic process",26,0,1.38,"1.00000","0.30906"
"5466","GO:0034728","nucleosome organization",80,0,4.25,"1.00000","0.68912"
"5467","GO:0034755","iron ion transmembrane transport",15,0,0.8,"1.00000","0.68129"
"5468","GO:0034975","protein folding in endoplasmic reticulum",18,0,0.96,"1.00000","0.05364"
"5469","GO:0034982","mitochondrial protein processing",10,0,0.53,"1.00000","0.37297"
"5470","GO:0035001","dorsal trunk growth, open tracheal syste...",14,0,0.74,"1.00000","0.14947"
"5471","GO:0035024","negative regulation of Rho protein signa...",15,0,0.8,"1.00000","0.44905"
"5472","GO:0035069","larval midgut histolysis",28,0,1.49,"1.00000","0.01197"
"5473","GO:0035070","salivary gland histolysis",30,0,1.59,"1.00000","0.04800"
"5474","GO:0035078","induction of programmed cell death by ec...",12,0,0.64,"1.00000","0.29754"
"5475","GO:0035081","induction of programmed cell death by ho...",12,0,0.64,"1.00000","1.00000"
"5476","GO:0035096","larval midgut cell programmed cell death",25,0,1.33,"1.00000","0.00110"
"5477","GO:0035099","hemocyte migration",24,0,1.27,"1.00000","0.13993"
"5478","GO:0035149","lumen formation, open tracheal system",17,0,0.9,"1.00000","0.07962"
"5479","GO:0035186","syncytial blastoderm mitotic cell cycle",15,0,0.8,"1.00000","0.30084"
"5480","GO:0035212","cell competition in a multicellular orga...",20,0,1.06,"1.00000","0.83376"
"5481","GO:0035234","ectopic germ cell programmed cell death",17,0,0.9,"1.00000","0.14292"
"5482","GO:0035268","protein mannosylation",19,0,1.01,"1.00000","0.08588"
"5483","GO:0035269","protein O-linked mannosylation",16,0,0.85,"1.00000","0.12603"
"5484","GO:0035285","appendage segmentation",19,0,1.01,"1.00000","1.00000"
"5485","GO:0035335","peptidyl-tyrosine dephosphorylation",42,0,2.23,"1.00000","0.25779"
"5486","GO:0035337","fatty-acyl-CoA metabolic process",17,0,0.9,"1.00000","0.53549"
"5487","GO:0035384","thioester biosynthetic process",26,0,1.38,"1.00000","1.00000"
"5488","GO:0035455","response to interferon-alpha",24,0,1.27,"1.00000","0.51520"
"5489","GO:0035456","response to interferon-beta",27,0,1.43,"1.00000","0.77112"
"5490","GO:0035457","cellular response to interferon-alpha",11,0,0.58,"1.00000","0.51957"
"5491","GO:0035458","cellular response to interferon-beta",14,0,0.74,"1.00000","0.04604"
"5492","GO:0035459","vesicle cargo loading",22,0,1.17,"1.00000","0.70130"
"5493","GO:0035461","vitamin transmembrane transport",20,0,1.06,"1.00000","0.77672"
"5494","GO:0035520","monoubiquitinated protein deubiquitinati...",14,0,0.74,"1.00000","0.07187"
"5495","GO:0035542","regulation of SNARE complex assembly",11,0,0.58,"1.00000","0.74529"
"5496","GO:0035581","sequestering of extracellular ligand fro...",23,0,1.22,"1.00000","0.59834"
"5497","GO:0035582","sequestering of BMP in extracellular mat...",19,0,1.01,"1.00000","0.20671"
"5498","GO:0035666","TRIF-dependent toll-like receptor signal...",20,0,1.06,"1.00000","0.15358"
"5499","GO:0035721","intraciliary retrograde transport",14,0,0.74,"1.00000","0.10051"
"5500","GO:0035722","interleukin-12-mediated signaling pathwa...",37,0,1.97,"1.00000","0.19691"
"5501","GO:0035735","intraciliary transport involved in ciliu...",31,0,1.65,"1.00000","0.71185"
"5502","GO:0035773","insulin secretion involved in cellular r...",38,0,2.02,"1.00000","0.07573"
"5503","GO:0035774","positive regulation of insulin secretion...",18,0,0.96,"1.00000","0.30583"
"5504","GO:0035825","homologous recombination",56,0,2.97,"1.00000","0.43776"
"5505","GO:0035845","photoreceptor cell outer segment organiz...",13,0,0.69,"1.00000","0.06787"
"5506","GO:0035855","megakaryocyte development",18,0,0.96,"1.00000","0.35359"
"5507","GO:0035864","response to potassium ion",15,0,0.8,"1.00000","0.36762"
"5508","GO:0035865","cellular response to potassium ion",14,0,0.74,"1.00000","0.56005"
"5509","GO:0035872","nucleotide-binding domain, leucine rich ...",65,0,3.45,"1.00000","0.03213"
"5510","GO:0035902","response to immobilization stress",17,0,0.9,"1.00000","0.43236"
"5511","GO:0035929","steroid hormone secretion",11,0,0.58,"1.00000","1.00000"
"5512","GO:0035970","peptidyl-threonine dephosphorylation",13,0,0.69,"1.00000","0.65554"
"5513","GO:0035973","aggrephagy",11,0,0.58,"1.00000","0.32343"
"5514","GO:0036011","imaginal disc-derived leg segmentation",19,0,1.01,"1.00000","0.79761"
"5515","GO:0036089","cleavage furrow formation",12,0,0.64,"1.00000","0.14863"
"5516","GO:0036099","female germ-line stem cell population ma...",14,0,0.74,"1.00000","0.21293"
"5517","GO:0036151","phosphatidylcholine acyl-chain remodelin...",10,0,0.53,"1.00000","0.87089"
"5518","GO:0036158","outer dynein arm assembly",16,0,0.85,"1.00000","0.70286"
"5519","GO:0036159","inner dynein arm assembly",13,0,0.69,"1.00000","0.90030"
"5520","GO:0036213","contractile ring contraction",14,0,0.74,"1.00000","1.00000"
"5521","GO:0036257","multivesicular body organization",24,0,1.27,"1.00000","0.90298"
"5522","GO:0036258","multivesicular body assembly",22,0,1.17,"1.00000","0.29517"
"5523","GO:0036260","RNA capping",30,0,1.59,"1.00000","1.00000"
"5524","GO:0036270","response to diuretic",28,0,1.49,"1.00000","0.38015"
"5525","GO:0036297","interstrand cross-link repair",35,0,1.86,"1.00000","0.13978"
"5526","GO:0036335","intestinal stem cell homeostasis",27,0,1.43,"1.00000","0.09692"
"5527","GO:0036462","TRAIL-activated apoptotic signaling path...",12,0,0.64,"1.00000","0.13729"
"5528","GO:0036498","IRE1-mediated unfolded protein response",49,0,2.6,"1.00000","0.05490"
"5529","GO:0036500","ATF6-mediated unfolded protein response",14,0,0.74,"1.00000","0.22228"
"5530","GO:0036507","protein demannosylation",17,0,0.9,"1.00000","1.00000"
"5531","GO:0036508","protein alpha-1,2-demannosylation",17,0,0.9,"1.00000","0.39705"
"5532","GO:0038001","paracrine signaling",10,0,0.53,"1.00000","0.59876"
"5533","GO:0038027","apolipoprotein A-I-mediated signaling pa...",12,0,0.64,"1.00000","0.11099"
"5534","GO:0038034","signal transduction in absence of ligand",51,0,2.71,"1.00000","1.00000"
"5535","GO:0038092","nodal signaling pathway",11,0,0.58,"1.00000","1.00000"
"5536","GO:0038094","Fc-gamma receptor signaling pathway",40,0,2.12,"1.00000","0.57957"
"5537","GO:0038096","Fc-gamma receptor signaling pathway invo...",39,0,2.07,"1.00000","0.03503"
"5538","GO:0038128","ERBB2 signaling pathway",12,0,0.64,"1.00000","0.28572"
"5539","GO:0039529","RIG-I signaling pathway",20,0,1.06,"1.00000","0.23604"
"5540","GO:0039531","regulation of cytoplasmic pattern recogn...",41,0,2.18,"1.00000","0.31966"
"5541","GO:0039532","negative regulation of cytoplasmic patte...",15,0,0.8,"1.00000","0.89786"
"5542","GO:0039535","regulation of RIG-I signaling pathway",19,0,1.01,"1.00000","0.56794"
"5543","GO:0039702","viral budding via host ESCRT complex",12,0,0.64,"1.00000","0.62275"
"5544","GO:0040005","chitin-based cuticle attachment to epith...",11,0,0.58,"1.00000","0.42653"
"5545","GO:0040016","embryonic cleavage",11,0,0.58,"1.00000","0.88693"
"5546","GO:0040021","hermaphrodite germ-line sex determinatio...",10,0,0.53,"1.00000","0.52221"
"5547","GO:0040038","polar body extrusion after meiotic divis...",35,0,1.86,"1.00000","0.02259"
"5548","GO:0042026","protein refolding",15,0,0.8,"1.00000","0.11099"
"5549","GO:0042104","positive regulation of activated T cell ...",15,0,0.8,"1.00000","0.74006"
"5550","GO:0042130","negative regulation of T cell proliferat...",34,0,1.81,"1.00000","0.72146"
"5551","GO:0042159","lipoprotein catabolic process",13,0,0.69,"1.00000","0.24221"
"5552","GO:0042168","heme metabolic process",22,0,1.17,"1.00000","0.24761"
"5553","GO:0042249","establishment of planar polarity of embr...",18,0,0.96,"1.00000","0.09201"
"5554","GO:0042255","ribosome assembly",152,0,8.07,"1.00000","0.63880"
"5555","GO:0042273","ribosomal large subunit biogenesis",140,0,7.44,"1.00000","0.78247"
"5556","GO:0042274","ribosomal small subunit biogenesis",135,0,7.17,"1.00000","0.47517"
"5557","GO:0042276","error-prone translesion synthesis",21,0,1.12,"1.00000","0.62791"
"5558","GO:0042306","regulation of protein import into nucleu...",59,0,3.13,"1.00000","0.15929"
"5559","GO:0042307","positive regulation of protein import in...",33,0,1.75,"1.00000","0.00546"
"5560","GO:0042308","negative regulation of protein import in...",15,0,0.8,"1.00000","0.52958"
"5561","GO:0042331","phototaxis",28,0,1.49,"1.00000","0.12903"
"5562","GO:0042339","keratan sulfate metabolic process",15,0,0.8,"1.00000","0.81565"
"5563","GO:0042364","water-soluble vitamin biosynthetic proce...",13,0,0.69,"1.00000","0.61107"
"5564","GO:0042407","cristae formation",22,0,1.17,"1.00000","0.09117"
"5565","GO:0042426","choline catabolic process",17,0,0.9,"1.00000","0.06542"
"5566","GO:0042451","purine nucleoside biosynthetic process",26,0,1.38,"1.00000","1.00000"
"5567","GO:0042454","ribonucleoside catabolic process",30,0,1.59,"1.00000","0.83584"
"5568","GO:0042455","ribonucleoside biosynthetic process",46,0,2.44,"1.00000","0.81748"
"5569","GO:0042509","regulation of tyrosine phosphorylation o...",22,0,1.17,"1.00000","0.86533"
"5570","GO:0042531","positive regulation of tyrosine phosphor...",10,0,0.53,"1.00000","0.03347"
"5571","GO:0042532","negative regulation of tyrosine phosphor...",13,0,0.69,"1.00000","0.67263"
"5572","GO:0042538","hyperosmotic salinity response",17,0,0.9,"1.00000","0.76672"
"5573","GO:0042554","superoxide anion generation",24,0,1.27,"1.00000","0.17960"
"5574","GO:0042572","retinol metabolic process",13,0,0.69,"1.00000","0.86922"
"5575","GO:0042675","compound eye cone cell differentiation",15,0,0.8,"1.00000","0.29486"
"5576","GO:0042760","very long-chain fatty acid catabolic pro...",15,0,0.8,"1.00000","0.77220"
"5577","GO:0042762","regulation of sulfur metabolic process",22,0,1.17,"1.00000","0.95375"
"5578","GO:0042773","ATP synthesis coupled electron transport",51,0,2.71,"1.00000","1.00000"
"5579","GO:0042775","mitochondrial ATP synthesis coupled elec...",51,0,2.71,"1.00000","0.08094"
"5580","GO:0042776","proton motive force-driven mitochondrial...",16,0,0.85,"1.00000","0.23429"
"5581","GO:0042795","snRNA transcription by RNA polymerase II",59,0,3.13,"1.00000","0.65303"
"5582","GO:0042866","pyruvate biosynthetic process",22,0,1.17,"1.00000","0.40292"
"5583","GO:0042996","regulation of Golgi to plasma membrane p...",21,0,1.12,"1.00000","0.16553"
"5584","GO:0042998","positive regulation of Golgi to plasma m...",17,0,0.9,"1.00000","0.12023"
"5585","GO:0043011","myeloid dendritic cell differentiation",38,0,2.02,"1.00000","0.06877"
"5586","GO:0043038","amino acid activation",29,0,1.54,"1.00000","0.37654"
"5587","GO:0043039","tRNA aminoacylation",28,0,1.49,"1.00000","1.00000"
"5588","GO:0043054","dauer exit",11,0,0.58,"1.00000","0.43510"
"5589","GO:0043096","purine nucleobase salvage",14,0,0.74,"1.00000","1.00000"
"5590","GO:0043097","pyrimidine nucleoside salvage",10,0,0.53,"1.00000","0.63933"
"5591","GO:0043101","purine-containing compound salvage",20,0,1.06,"1.00000","0.30820"
"5592","GO:0043103","hypoxanthine salvage",14,0,0.74,"1.00000","0.10456"
"5593","GO:0043122","regulation of canonical NF-kappaB signal...",125,0,6.64,"1.00000","0.41961"
"5594","GO:0043123","positive regulation of canonical NF-kapp...",107,0,5.68,"1.00000","0.02086"
"5595","GO:0043124","negative regulation of canonical NF-kapp...",30,0,1.59,"1.00000","0.17277"
"5596","GO:0043149","stress fiber assembly",68,0,3.61,"1.00000","0.94697"
"5597","GO:0043162","ubiquitin-dependent protein catabolic pr...",27,0,1.43,"1.00000","0.35436"
"5598","GO:0043174","nucleoside salvage",13,0,0.69,"1.00000","0.37891"
"5599","GO:0043217","myelin maintenance",12,0,0.64,"1.00000","0.40874"
"5600","GO:0043243","positive regulation of protein-containin...",19,0,1.01,"1.00000","0.05602"
"5601","GO:0043247","telomere maintenance in response to DNA ...",10,0,0.53,"1.00000","0.77037"
"5602","GO:0043248","proteasome assembly",17,0,0.9,"1.00000","0.39111"
"5603","GO:0043276","anoikis",23,0,1.22,"1.00000","0.43577"
"5604","GO:0043300","regulation of leukocyte degranulation",29,0,1.54,"1.00000","0.28374"
"5605","GO:0043302","positive regulation of leukocyte degranu...",14,0,0.74,"1.00000","0.58499"
"5606","GO:0043303","mast cell degranulation",27,0,1.43,"1.00000","0.55676"
"5607","GO:0043304","regulation of mast cell degranulation",23,0,1.22,"1.00000","0.68716"
"5608","GO:0043306","positive regulation of mast cell degranu...",10,0,0.53,"1.00000","0.24981"
"5609","GO:0043327","chemotaxis to cAMP",17,0,0.9,"1.00000","0.10294"
"5610","GO:0043328","protein transport to vacuole involved in...",10,0,0.53,"1.00000","0.09571"
"5611","GO:0043330","response to exogenous dsRNA",28,0,1.49,"1.00000","0.67542"
"5612","GO:0043368","positive T cell selection",15,0,0.8,"1.00000","0.33590"
"5613","GO:0043403","skeletal muscle tissue regeneration",21,0,1.12,"1.00000","0.56824"
